"id","pyrazinamide"
"ERR2510193",NA
"ERR2510194",NA
"ERR2510195",NA
"ERR2510196",NA
"ERR2510197",NA
"ERR2510198",NA
"ERR2510199",NA
"ERR2510200",NA
"ERR2510201",NA
"ERR2510202",NA
"ERR2510203",NA
"ERR2510204",NA
"ERR2510205",NA
"ERR2510206",NA
"ERR2510207",NA
"ERR2510208",NA
"ERR2510209",NA
"ERR2510210",NA
"ERR2510211",NA
"ERR2510212",NA
"ERR2510213",NA
"ERR2510214",NA
"ERR2510215",NA
"ERR2510216",NA
"ERR2510217",NA
"ERR2510218",NA
"ERR2510219",NA
"ERR2510220",NA
"ERR2510221",NA
"ERR2510222",NA
"ERR2510223",NA
"ERR2510224",NA
"ERR2510225",NA
"ERR2510226",NA
"ERR2510227",NA
"ERR2510228",NA
"ERR2510229",NA
"ERR2510230",NA
"ERR2510231",NA
"ERR2510232",NA
"ERR2510233",NA
"ERR2510234",NA
"ERR2510235",NA
"ERR2510236",NA
"ERR2510237",NA
"ERR2510238",NA
"ERR2510239",NA
"ERR2510240",NA
"ERR2510241",NA
"ERR2510242",NA
"ERR2041785",1
"ERR2041771",0
"ERR2200148",1
"ERR2041688",1
"ERR2041773",0
"ERR2041780",1
"ERR2041696",0
"ERR2041734",1
"ERR2041709",1
"ERR2041786",1
"ERR2041746",1
"ERR2041727",1
"ERR2041788",1
"ERR2041753",0
"ERR2041783",1
"ERR2041782",1
"ERR2041758",0
"ERR2041744",1
"ERR2041742",1
"ERR2041794",0
"ERR2041683",0
"ERR2041721",1
"ERR2041760",1
"ERR2041767",0
"ERR2041689",1
"ERR2041770",0
"ERR2041756",0
"ERR2041804",0
"ERR2041764",1
"ERR2041752",0
"ERR2041723",0
"ERR2041805",0
"ERR2041761",0
"ERR2041803",0
"ERR2200092",0
"ERR2041684",0
"ERR2041732",1
"ERR2041733",0
"ERR2041766",0
"ERR2041777",1
"ERR2041775",1
"ERR2041718",0
"ERR2041736",0
"ERR2041762",1
"ERR2041685",0
"ERR2041776",0
"ERR2041757",1
"ERR2041795",0
"ERR2041730",0
"ERR2041747",0
"ERR2041719",0
"ERR2041774",1
"ERR2041739",0
"ERR2041789",1
"ERR2041729",0
"ERR2041749",1
"ERR2041765",1
"ERR2041745",0
"ERR2041735",0
"ERR2199914",1
"ERR2041769",0
"ERR2041731",0
"ERR2041768",0
"ERR2041750",1
"ERR2041772",1
"ERR2041759",1
"ERR2041751",0
"ERR2041787",1
"ERR2041712",1
"ERR2041717",1
"ERR2200070",1
"ERR2041720",1
"ERR2041781",0
"ERR2041796",1
"ERR2041682",0
"ERR2200093",0
"ERR2041722",0
"ERR2041698",1
"ERR2041754",1
"ERR2041784",1
"ERR2041763",1
"ERR2041743",0
"ERR2041748",1
"ERR2041724",0
"ERR2041728",1
"ERR2041755",0
"ERR2515105",0
"ERR2515106",0
"ERR2515107",0
"ERR2515108",0
"ERR2515109",0
"ERR2515110",0
"ERR2515111",0
"ERR2515112",1
"ERR2515113",0
"ERR2515114",0
"ERR2515115",NA
"ERR2515116",0
"ERR2515117",0
"ERR2515118",0
"ERR2515119",0
"ERR2515120",0
"ERR2515121",0
"ERR2515122",0
"ERR2515123",0
"ERR2515124",0
"ERR2515125",0
"ERR2515126",0
"ERR2515127",0
"ERR2515128",0
"ERR2515129",0
"ERR2515130",1
"ERR2515131",1
"ERR2515132",0
"ERR2515133",NA
"ERR2515134",0
"ERR2515135",NA
"ERR2515136",0
"ERR2515137",0
"ERR2515138",0
"ERR2515139",0
"ERR2515140",0
"ERR2515141",0
"ERR2515142",0
"ERR2515143",0
"ERR2515144",NA
"ERR2515145",0
"ERR2515146",0
"ERR2515147",1
"ERR2515148",0
"ERR2515149",0
"ERR2515150",0
"ERR2515151",0
"ERR2515152",NA
"ERR2515153",NA
"ERR2515154",0
"ERR2515155",0
"ERR2515156",0
"ERR2515157",0
"ERR2515158",0
"ERR2515159",NA
"ERR2515160",1
"ERR2515161",0
"ERR2515162",0
"ERR2515163",1
"ERR2515164",0
"ERR2515165",NA
"ERR2515166",0
"ERR2515167",0
"ERR2515168",0
"ERR2515169",0
"ERR2515170",0
"ERR2515171",0
"ERR2515172",0
"ERR2515173",NA
"ERR2515174",0
"ERR2515175",NA
"ERR2515176",0
"ERR2515177",0
"ERR2515178",0
"ERR2515179",0
"ERR2515180",0
"ERR2515181",0
"ERR2515182",1
"ERR2515183",0
"ERR2515184",0
"ERR2515185",1
"ERR2515186",0
"ERR2515187",0
"ERR2515188",0
"ERR2515189",0
"ERR2515190",0
"ERR2515191",NA
"ERR2515192",0
"ERR2515193",0
"ERR2515194",0
"ERR2515195",0
"ERR2515196",0
"ERR2515197",0
"ERR2515198",0
"ERR2515199",NA
"ERR2515200",0
"ERR2515201",0
"ERR2515202",1
"ERR2515203",0
"ERR2515204",0
"ERR2515205",1
"ERR2515206",0
"ERR2515207",0
"ERR2515208",0
"ERR2515209",0
"ERR2515210",1
"ERR2515211",0
"ERR2515212",0
"ERR2515213",NA
"ERR2515214",0
"ERR2515215",0
"ERR2515216",0
"ERR2515217",0
"ERR2515218",0
"ERR2515219",0
"ERR2515220",0
"ERR2515221",0
"ERR2515222",0
"ERR2515223",NA
"ERR2515224",0
"ERR2515225",0
"ERR2515226",0
"ERR2515227",1
"ERR2515228",1
"ERR2515229",0
"ERR2515230",0
"ERR2515231",0
"ERR2515232",0
"ERR2515233",0
"ERR2515234",0
"ERR2515235",0
"ERR2515236",0
"ERR2515237",0
"ERR2515238",NA
"ERR2515239",0
"ERR2515240",0
"ERR2515241",0
"ERR2515242",0
"ERR2515243",0
"ERR2515244",0
"ERR2515245",0
"ERR2515246",1
"ERR2515247",1
"ERR2515248",NA
"ERR2515249",1
"ERR2515250",NA
"ERR2515251",0
"ERR2515252",1
"ERR2515253",0
"ERR2515254",0
"ERR2515255",0
"ERR2515256",0
"ERR2515257",0
"ERR2515258",0
"ERR2515259",0
"ERR2515260",0
"ERR2515261",1
"ERR2515262",0
"ERR2515263",NA
"ERR2515264",1
"ERR2515265",1
"ERR2515266",0
"ERR2515267",0
"ERR2515268",0
"ERR2515269",0
"ERR2515270",0
"ERR2515271",NA
"ERR2515272",0
"ERR2515273",0
"ERR2515274",0
"ERR2515275",0
"ERR2515276",0
"ERR2515277",0
"ERR2515278",0
"ERR2515279",0
"ERR2515280",0
"ERR2515281",0
"ERR2515282",0
"ERR2515283",0
"ERR2515284",1
"ERR2515285",0
"ERR2515286",NA
"ERR2515287",0
"ERR2515288",0
"ERR2515289",0
"ERR2515290",0
"ERR2515291",0
"ERR2515292",0
"ERR2515293",1
"ERR2515294",1
"ERR2515295",0
"ERR2515296",NA
"ERR2515297",0
"ERR2515298",0
"ERR2515299",0
"ERR2515300",0
"ERR2515301",1
"ERR2515302",0
"ERR2515303",0
"ERR2515304",0
"ERR2515305",0
"ERR2515306",0
"ERR2515307",0
"ERR2515308",0
"ERR2515309",0
"ERR2515310",1
"ERR2515311",0
"ERR2515312",0
"ERR2515313",0
"ERR2515314",0
"ERR2515315",0
"ERR2515316",0
"ERR2515317",0
"ERR2515318",0
"ERR2515319",NA
"ERR2515320",0
"ERR2515321",0
"ERR2515322",NA
"ERR2515323",0
"ERR2515324",0
"ERR2515325",NA
"ERR2515326",0
"ERR2515327",0
"ERR2515328",0
"ERR2515329",0
"ERR2515330",0
"ERR2515331",NA
"ERR2515332",0
"ERR2515333",NA
"ERR2515334",0
"ERR2515335",NA
"ERR2515336",0
"ERR2515337",NA
"ERR2515338",0
"ERR2515339",0
"ERR2515340",0
"ERR2515341",0
"ERR2515342",1
"ERR2515343",0
"ERR2515344",NA
"ERR2515345",1
"ERR2515346",0
"ERR2515347",0
"ERR2515348",0
"ERR2515349",0
"ERR2515350",0
"ERR2515351",0
"ERR2515352",0
"ERR2515353",0
"ERR2515354",NA
"ERR2515355",0
"ERR2515356",1
"ERR2515357",0
"ERR2515358",NA
"ERR2515359",0
"ERR2515360",0
"ERR2515361",NA
"ERR2515362",0
"ERR2515363",0
"ERR2515364",0
"ERR2515365",0
"ERR2515366",0
"ERR2515367",0
"ERR2515368",0
"ERR2515369",0
"ERR2515370",0
"ERR2515371",1
"ERR2515372",0
"ERR2515373",NA
"ERR2515374",0
"ERR2515375",0
"ERR2515376",0
"ERR2515377",0
"ERR2515378",0
"ERR2515379",0
"ERR2515380",0
"ERR2515381",0
"ERR2515382",0
"ERR2515383",0
"ERR2515384",0
"ERR2515385",0
"ERR2515386",NA
"ERR2515387",0
"ERR2515388",0
"ERR2515389",0
"ERR2515390",1
"ERR2515391",0
"ERR2515392",0
"ERR2515393",0
"ERR2515394",0
"ERR2515395",0
"ERR2515396",0
"ERR2515397",0
"ERR2515398",0
"ERR2515399",0
"ERR2515400",1
"ERR2515401",0
"ERR2515402",0
"ERR2515403",0
"ERR2515404",0
"ERR2515405",NA
"ERR2515406",0
"ERR2515407",1
"ERR2515408",0
"ERR2515409",1
"ERR2515410",1
"ERR2515411",NA
"ERR2515412",0
"ERR2515413",0
"ERR2515414",0
"ERR2515415",NA
"ERR2515416",0
"ERR2515417",0
"ERR2515418",0
"ERR2515419",NA
"ERR2515420",0
"ERR2515421",0
"ERR2515422",0
"ERR2515423",1
"ERR2515424",0
"ERR2515425",NA
"ERR2515426",0
"ERR2515427",NA
"ERR2515428",0
"ERR2515429",0
"ERR2515430",NA
"ERR2515431",0
"ERR2515432",0
"ERR2515433",0
"ERR2515434",0
"ERR2515435",0
"ERR2515436",0
"ERR2515437",0
"ERR2515438",0
"ERR2515439",0
"ERR2515440",0
"ERR2515441",0
"ERR2515442",0
"ERR2515443",0
"ERR2515444",0
"ERR2515445",1
"ERR2515446",0
"ERR2515447",0
"ERR2515448",0
"ERR2515449",0
"ERR2515450",0
"ERR2515451",0
"ERR2515452",0
"ERR2515453",0
"ERR2515454",0
"ERR2515455",1
"ERR2515456",0
"ERR2515457",0
"ERR2515458",NA
"ERR2515459",0
"ERR2515460",0
"ERR2515461",1
"ERR2515462",0
"ERR2515463",0
"ERR2515464",0
"ERR2515465",1
"ERR2515466",1
"ERR2515467",0
"ERR2515468",0
"ERR2515469",0
"ERR2515470",0
"ERR2515471",0
"ERR2515472",0
"ERR2515473",NA
"ERR2515474",1
"ERR2515475",NA
"ERR2515476",0
"ERR2515477",0
"ERR2515478",0
"ERR2515479",NA
"ERR2515480",0
"ERR2515481",0
"ERR2515482",0
"ERR2515483",0
"ERR2515484",0
"ERR2515485",0
"ERR2515486",1
"ERR2515487",0
"ERR2515488",1
"ERR2515489",0
"ERR2515490",0
"ERR2515491",0
"ERR2515492",0
"ERR2515493",0
"ERR2515494",0
"ERR2515495",0
"ERR2515496",0
"ERR2515497",0
"ERR2515498",0
"ERR2515499",0
"ERR2515500",0
"ERR2515501",0
"ERR2515502",0
"ERR2515503",0
"ERR2515504",0
"ERR2515505",0
"ERR2515506",1
"ERR2515513",NA
"ERR2515514",NA
"ERR2515515",0
"ERR2515516",0
"ERR2515517",0
"ERR2515518",0
"ERR2515519",NA
"ERR2515520",NA
"ERR2515521",0
"ERR2515522",0
"ERR2515523",0
"ERR2515524",0
"ERR2515525",0
"ERR2515526",0
"ERR2515527",0
"ERR2515528",NA
"ERR2515529",0
"ERR2515530",0
"ERR2515531",0
"ERR2515532",0
"ERR2515533",0
"ERR2515534",0
"ERR2515535",0
"ERR2515536",0
"ERR2515537",0
"ERR2515538",0
"ERR2515539",0
"ERR2515540",0
"ERR2515541",NA
"ERR2515542",1
"ERR2515543",0
"ERR2515544",NA
"ERR2515545",0
"ERR2515546",NA
"ERR2515547",0
"ERR2515548",0
"ERR2515549",0
"ERR2515550",0
"ERR2515551",0
"ERR2515552",1
"ERR2515553",0
"ERR2515554",1
"ERR2515555",0
"ERR2515556",0
"ERR2515557",0
"ERR2515558",0
"ERR2515559",0
"ERR2515560",NA
"ERR2515561",0
"ERR2515562",0
"ERR2515563",0
"ERR2515564",0
"ERR2515565",0
"ERR2515566",0
"ERR2515567",1
"ERR2515568",NA
"ERR2515569",0
"ERR2515570",0
"ERR2515571",0
"ERR2515572",0
"ERR2515573",0
"ERR2515574",0
"ERR2515575",NA
"ERR2515576",0
"ERR2515577",1
"ERR2515578",0
"ERR2515579",0
"ERR2515580",0
"ERR2515581",0
"ERR2515582",0
"ERR2515583",1
"ERR2515584",NA
"ERR2515585",0
"ERR2515586",0
"ERR2515587",0
"ERR2515588",NA
"ERR2515589",NA
"ERR2515590",NA
"ERR2515591",NA
"ERR2515592",0
"ERR2515593",0
"ERR2515594",NA
"ERR2515595",0
"ERR2515596",0
"ERR2515597",NA
"ERR2515598",0
"ERR2515599",0
"ERR2515600",0
"ERR2515601",0
"ERR2515602",0
"ERR2515603",0
"ERR2515604",0
"ERR2515605",0
"ERR2515606",1
"ERR2515607",0
"ERR2515608",0
"ERR2515609",NA
"ERR2515610",0
"ERR2515611",0
"ERR2515612",1
"ERR2515613",0
"ERR2515614",1
"ERR2515615",1
"ERR2515616",0
"ERR2515617",0
"ERR2515618",0
"ERR2515619",0
"ERR2515620",0
"ERR2515621",0
"ERR2515622",1
"ERR2515623",0
"ERR2515624",0
"ERR2515625",0
"ERR2515626",0
"ERR2515627",0
"ERR2515628",0
"ERR2515629",0
"ERR2515630",0
"ERR2515631",0
"ERR2515632",0
"ERR2515633",0
"ERR2515634",0
"ERR2515635",0
"ERR2515636",NA
"ERR2515637",0
"ERR2515638",0
"ERR2515639",0
"ERR2515640",NA
"ERR2515641",NA
"ERR2515642",0
"ERR2515643",1
"ERR2515644",0
"ERR2515645",0
"ERR2515646",0
"ERR2515647",NA
"ERR2515648",0
"ERR2515649",0
"ERR2515650",NA
"ERR2515651",0
"ERR2515652",0
"ERR2515653",0
"ERR2515654",0
"ERR2515655",0
"ERR2515656",0
"ERR2515657",0
"ERR2515658",NA
"ERR2515659",0
"ERR2515660",NA
"ERR2515661",0
"ERR2515662",1
"ERR2515663",0
"ERR2515664",1
"ERR2515665",0
"ERR2515666",0
"ERR2515667",NA
"ERR2515668",0
"ERR2515669",0
"ERR2515670",0
"ERR2515671",0
"ERR2515672",0
"ERR2515673",0
"ERR2515674",0
"ERR2515675",0
"ERR2515676",0
"ERR2515677",0
"ERR2515678",0
"ERR2515679",0
"ERR2515680",0
"ERR2515681",0
"ERR2515682",1
"ERR2515683",0
"ERR2515684",1
"ERR2515685",0
"ERR2515686",0
"ERR2515687",1
"ERR2515688",0
"ERR2515689",0
"ERR2515690",0
"ERR2515691",0
"ERR2515692",0
"ERR2515693",0
"ERR2515694",0
"ERR2515695",0
"ERR2515696",0
"ERR2515697",0
"ERR2515698",0
"ERR2515699",0
"ERR2515700",0
"ERR2515701",0
"ERR2515702",0
"ERR2515703",0
"ERR2515704",0
"ERR2515705",1
"ERR2515706",0
"ERR2515707",0
"ERR2515708",NA
"ERR2515709",0
"ERR2515710",NA
"ERR2515711",0
"ERR2515712",0
"ERR2515713",1
"ERR2515714",0
"ERR2515715",0
"ERR2515716",0
"ERR2515717",0
"ERR2515718",0
"ERR2515719",NA
"ERR2515720",0
"ERR2515721",0
"ERR2515722",0
"ERR2515723",0
"ERR2515724",1
"ERR2515725",NA
"ERR2515726",0
"ERR2515727",0
"ERR2515728",0
"ERR2515729",0
"ERR2515730",0
"ERR2515731",1
"ERR2515732",NA
"ERR2515733",0
"ERR2515734",0
"ERR2515735",1
"ERR2515736",0
"ERR2515737",0
"ERR2515738",0
"ERR2515739",NA
"ERR2515740",1
"ERR2515741",0
"ERR2515742",0
"ERR2515743",NA
"ERR2515744",0
"ERR2515745",0
"ERR2515746",NA
"ERR2515747",NA
"ERR2515748",0
"ERR2515749",0
"ERR2515750",0
"ERR2515751",1
"ERR2515752",0
"ERR2515753",0
"ERR2515754",NA
"ERR2515755",0
"ERR2515756",NA
"ERR2515757",0
"ERR2515758",1
"ERR2515759",1
"ERR2515760",0
"ERR2515761",0
"ERR2515762",0
"ERR2515763",0
"ERR2515764",0
"ERR2515765",0
"ERR2515766",0
"ERR2515767",0
"ERR2515768",NA
"ERR2515769",0
"ERR2515770",0
"ERR2515771",0
"ERR2515772",0
"ERR2515773",0
"ERR2515774",0
"ERR2515775",0
"ERR2515776",NA
"ERR2515777",1
"ERR2515778",0
"ERR2515779",0
"ERR2515780",0
"ERR2515781",0
"ERR2515782",0
"ERR2515783",0
"ERR2515784",0
"ERR2515785",0
"ERR2515786",0
"ERR2515787",0
"ERR2515788",0
"ERR2515789",NA
"ERR2515790",0
"ERR2515791",0
"ERR2515792",0
"ERR2515793",0
"ERR2515794",NA
"ERR2515795",0
"ERR2515796",0
"ERR2515797",NA
"ERR2515798",1
"ERR2515799",0
"ERR2515800",0
"ERR2515801",0
"ERR2515802",NA
"ERR2515803",0
"ERR2515804",0
"ERR2515805",0
"ERR2515806",NA
"ERR2515807",0
"ERR2515808",0
"ERR2515809",0
"ERR2515810",NA
"ERR2515811",0
"ERR2515812",NA
"ERR2515813",0
"ERR2515814",0
"ERR2515815",0
"ERR2515816",0
"ERR2515817",0
"ERR2515818",0
"ERR2515819",0
"ERR2515820",0
"ERR2515821",0
"ERR2515822",0
"ERR2515823",0
"ERR2515824",0
"ERR2515825",0
"ERR2515826",NA
"ERR2515827",0
"ERR2515828",0
"ERR2515829",0
"ERR2515830",0
"ERR2515831",0
"ERR2515832",0
"ERR2515833",NA
"ERR2515834",NA
"ERR2515835",NA
"ERR2515836",0
"ERR2515837",NA
"ERR2515838",0
"ERR2515839",NA
"ERR2515840",0
"ERR2515841",0
"ERR2515842",0
"ERR2515843",0
"ERR2515844",0
"ERR2515845",0
"ERR2515846",0
"ERR2515847",0
"ERR2515848",0
"ERR2515849",0
"ERR2515850",0
"ERR2515851",0
"ERR2515852",0
"ERR2515853",0
"ERR2515854",0
"ERR2515855",0
"ERR2515856",0
"ERR2515857",0
"ERR2515858",0
"ERR2515859",0
"ERR2515860",NA
"ERR2515861",0
"ERR2515862",0
"ERR2515863",0
"ERR2515864",NA
"ERR2515865",0
"ERR2515866",0
"ERR2515867",NA
"ERR2515868",0
"ERR2515869",0
"ERR2515870",0
"ERR2515871",0
"ERR2515872",NA
"ERR2515873",0
"ERR2515874",0
"ERR2515875",0
"ERR2515876",0
"ERR2515877",0
"ERR2515878",NA
"ERR2515879",0
"ERR2515880",0
"ERR2515881",0
"ERR2515882",0
"ERR2515883",0
"ERR2515884",0
"ERR2515885",0
"ERR2515886",0
"ERR2515887",0
"ERR2515888",0
"ERR2515889",0
"ERR2515890",0
"ERR2515891",0
"ERR2515892",0
"ERR2515893",0
"ERR2515894",0
"ERR2515895",0
"ERR2515896",0
"ERR2515897",0
"ERR2515898",NA
"ERR2515899",0
"ERR2515900",0
"ERR2515901",0
"ERR2515902",0
"ERR2515903",1
"ERR2515904",0
"ERR2515905",0
"ERR2515906",0
"ERR2515907",0
"ERR2515908",0
"ERR2515909",0
"ERR2515910",NA
"ERR2515911",NA
"ERR2515912",0
"ERR2515913",0
"ERR2515914",0
"ERR2515915",0
"ERR2515916",0
"ERR2515917",0
"ERR2515918",NA
"ERR2515919",0
"ERR2515920",NA
"ERR2515921",0
"ERR2515922",0
"ERR2515923",0
"ERR2515924",NA
"ERR2515925",0
"ERR2515926",NA
"ERR2515927",0
"ERR2515928",0
"ERR2515929",0
"ERR2515930",0
"ERR2515931",NA
"ERR2515932",0
"ERR2515933",1
"ERR2515934",0
"ERR2515935",0
"ERR2515936",0
"ERR2515937",0
"ERR2515938",0
"ERR2515939",0
"ERR2515940",0
"ERR2515941",0
"ERR2515942",0
"ERR2515943",NA
"ERR2515944",0
"ERR2515945",0
"ERR2515946",0
"ERR2515947",0
"ERR2515948",1
"ERR2515949",0
"ERR2515950",0
"ERR2515951",0
"ERR2515952",1
"ERR2515953",0
"ERR2515954",0
"ERR2515955",0
"ERR2515956",0
"ERR2515957",1
"ERR2515958",0
"ERR2515959",0
"ERR2515960",0
"ERR2515961",0
"ERR2515962",0
"ERR2515963",0
"ERR2515964",0
"ERR2515965",NA
"ERR2515966",0
"ERR2515967",0
"ERR2515968",0
"ERR2515969",0
"ERR2515970",0
"ERR2515971",NA
"ERR2515972",0
"ERR2515973",0
"ERR2515974",1
"ERR2515975",0
"ERR2515976",0
"ERR2515977",0
"ERR2515978",0
"ERR2515979",0
"ERR2515980",0
"ERR2515981",0
"ERR2515982",1
"ERR2515983",0
"ERR2515984",0
"ERR2515985",0
"ERR2515986",0
"ERR2515987",0
"ERR2515988",NA
"ERR2515989",0
"ERR2515990",NA
"ERR2515991",0
"ERR2515992",0
"ERR2515993",0
"ERR2515994",0
"ERR2515995",1
"ERR2515996",NA
"ERR2515997",1
"ERR2515998",0
"ERR2515999",0
"ERR2516000",0
"ERR2516001",0
"ERR2516002",0
"ERR2516003",0
"ERR2516004",0
"ERR2516005",NA
"ERR2516006",0
"ERR2516007",0
"ERR2516008",1
"ERR2516009",0
"ERR2516010",0
"ERR2516011",0
"ERR2516012",NA
"ERR2516013",0
"ERR2516014",NA
"ERR2516015",0
"ERR2516016",0
"ERR2516017",NA
"ERR2516018",NA
"ERR2516019",NA
"ERR2516020",0
"ERR2516021",0
"ERR2516022",0
"ERR2516023",NA
"ERR2516024",0
"ERR2516025",1
"ERR2516026",1
"ERR2516027",1
"ERR2516028",0
"ERR2516029",0
"ERR2516030",0
"ERR2516031",1
"ERR2516032",0
"ERR2516033",0
"ERR2516034",0
"ERR2516035",0
"ERR2516036",0
"ERR2516037",0
"ERR2516038",0
"ERR2516039",0
"ERR2516040",0
"ERR2516041",NA
"ERR2516042",0
"ERR2516043",1
"ERR2516044",0
"ERR2516045",NA
"ERR2516046",0
"ERR2516047",1
"ERR2516048",0
"ERR2516049",NA
"ERR2516050",1
"ERR2516051",0
"ERR2516052",0
"ERR2516053",0
"ERR2516054",0
"ERR2516055",NA
"ERR2516056",0
"ERR2516057",1
"ERR2516058",0
"ERR2516059",NA
"ERR2516060",0
"ERR2516061",0
"ERR2516062",0
"ERR2516063",NA
"ERR2516064",NA
"ERR2516065",0
"ERR2516066",NA
"ERR2516067",0
"ERR2516068",NA
"ERR2516069",1
"ERR2516070",1
"ERR2516071",0
"ERR2516072",0
"ERR2516073",0
"ERR2516074",0
"ERR2516075",0
"ERR2516076",0
"ERR2516077",NA
"ERR2516078",0
"ERR2516079",NA
"ERR2516080",0
"ERR2516081",0
"ERR2516082",0
"ERR2516083",0
"ERR2516084",0
"ERR2516085",0
"ERR2516086",0
"ERR2516087",0
"ERR2516088",0
"ERR2516089",0
"ERR2516090",0
"ERR2516091",1
"ERR2516092",0
"ERR2516093",0
"ERR2516094",0
"ERR2516095",0
"ERR2516096",0
"ERR2516097",0
"ERR2516098",0
"ERR2516099",0
"ERR2516100",0
"ERR2516101",0
"ERR2516102",0
"ERR2516103",0
"ERR2516104",0
"ERR2516105",0
"ERR2516106",0
"ERR2516107",0
"ERR2516108",0
"ERR2516109",0
"ERR2516110",0
"ERR2516111",0
"ERR2516112",0
"ERR2516113",0
"ERR2516114",0
"ERR2516115",0
"ERR2516116",0
"ERR2516117",0
"ERR2516118",0
"ERR2516119",0
"ERR2516120",NA
"ERR2516121",0
"ERR2516122",0
"ERR2516123",0
"ERR2516124",0
"ERR2516125",0
"ERR2516126",0
"ERR2516127",0
"ERR2516128",0
"ERR2516129",0
"ERR2516130",0
"ERR2516131",0
"ERR2516132",0
"ERR2516133",0
"ERR2516134",0
"ERR2516135",1
"ERR2516136",1
"ERR2516137",0
"ERR2516138",1
"ERR2516139",0
"ERR2516140",0
"ERR2516141",NA
"ERR2516142",0
"ERR2516143",0
"ERR2516144",0
"ERR2516145",0
"ERR2516146",NA
"ERR2516147",0
"ERR2516148",0
"ERR2516149",0
"ERR2516150",0
"ERR2516151",0
"ERR2516152",0
"ERR2516153",0
"ERR2516154",0
"ERR2516155",0
"ERR2516156",0
"ERR2516157",0
"ERR2516158",0
"ERR2516159",0
"ERR2516160",0
"ERR2516161",1
"ERR2516162",0
"ERR2516163",0
"ERR2516164",0
"ERR2516165",0
"SRR5710006",NA
"SRR5709739",NA
"SRR5710016",NA
"SRR5709980",NA
"SRR5837712",NA
"SRR5709793",NA
"SRR5710026",NA
"SRR5709992",NA
"SRR5709778",NA
"SRR5709882",NA
"SRR5709763",NA
"SRR5709867",NA
"SRR5709863",NA
"SRR5709889",NA
"SRR5709878",NA
"SRR5709809",NA
"SRR5709783",NA
"SRR5709898",NA
"SRR5709977",NA
"SRR5709843",NA
"SRR5709962",NA
"SRR5709895",NA
"SRR5709979",NA
"SRR5709943",NA
"SRR5709764",NA
"SRR5709750",NA
"SRR5709912",NA
"SRR5709958",NA
"SRR5709818",NA
"SRR5709816",NA
"SRR5709814",NA
"SRR5709919",NA
"SRR5709976",NA
"SRR5709852",NA
"SRR5709968",NA
"SRR5709757",NA
"SRR5709902",NA
"SRR5709806",NA
"SRR5709847",NA
"SRR5709917",NA
"SRR5709951",NA
"SRR5709746",NA
"SRR5709956",NA
"SRR5709854",NA
"SRR5709839",NA
"SRR5710010",NA
"SRR5709862",NA
"SRR5709997",NA
"SRR5710024",NA
"SRR5837711",NA
"SRR5709870",NA
"SRR5710023",NA
"SRR5710007",NA
"SRR5709744",NA
"SRR5709754",NA
"SRR5709954",NA
"SRR5709996",NA
"SRR5709941",NA
"SRR5709965",NA
"SRR5709894",NA
"SRR5709770",NA
"SRR5709990",NA
"SRR5709874",NA
"SRR5710018",NA
"SRR5709768",NA
"SRR5709934",NA
"SRR5709936",NA
"SRR5709748",NA
"SRR5710017",NA
"SRR5709849",NA
"SRR5709749",NA
"SRR5709940",NA
"SRR5709920",NA
"SRR5709853",NA
"SRR5709881",NA
"SRR5709991",NA
"SRR5837710",NA
"SRR5709892",NA
"SRR5709817",NA
"SRR5710009",NA
"SRR5709784",NA
"SRR5709957",NA
"SRR5709993",NA
"SRR5709873",NA
"SRR5709787",NA
"SRR5709913",NA
"SRR5709865",NA
"SRR5709932",NA
"SRR5709877",NA
"SRR5709942",NA
"SRR5710008",NA
"SRR5709973",NA
"SRR5709752",NA
"SRR5709883",NA
"SRR5709910",NA
"SRR5710013",NA
"SRR5709808",NA
"SRR5709858",NA
"SRR5709741",NA
"SRR5709926",NA
"SRR5709805",NA
"SRR5709961",NA
"SRR5709755",NA
"SRR5709855",NA
"SRR5710001",NA
"SRR5709761",NA
"SRR5709950",NA
"SRR5709872",NA
"SRR5709759",NA
"SRR5709765",NA
"SRR5709758",NA
"SRR5709779",NA
"SRR5709947",NA
"SRR5709893",NA
"SRR5709832",NA
"SRR5709815",NA
"SRR5709760",NA
"SRR5709803",NA
"SRR5709981",NA
"SRR5709837",NA
"SRR5709740",NA
"SRR5709762",NA
"SRR5710027",NA
"SRR5709890",NA
"SRR5709925",NA
"SRR5709959",NA
"SRR5709848",NA
"SRR5709879",NA
"SRR5709789",NA
"SRR5709886",NA
"SRR5709899",NA
"SRR5709813",NA
"SRR5709897",NA
"SRR5709840",NA
"SRR5709905",NA
"SRR5709767",NA
"SRR5710012",NA
"SRR5709774",NA
"SRR5709841",NA
"SRR5709923",NA
"SRR5709978",NA
"SRR5709804",NA
"SRR5709983",NA
"SRR5709785",NA
"SRR5709798",NA
"SRR5709922",NA
"SRR5709904",NA
"SRR5709824",NA
"SRR5709971",NA
"SRR5709738",NA
"SRR5709799",NA
"SRR5709927",NA
"SRR5709880",NA
"SRR5709876",NA
"SRR5709952",NA
"SRR5709780",NA
"SRR5709796",NA
"SRR5709891",NA
"SRR5709900",NA
"SRR5709896",NA
"SRR5709777",NA
"SRR5709970",NA
"SRR5709807",NA
"SRR5709747",NA
"SRR5709773",NA
"SRR5709825",NA
"SRR5709982",NA
"SRR5709933",NA
"SRR5837706",NA
"SRR5709916",NA
"SRR5709963",NA
