"id","streptomycin"
"ERR2199830",NA
"ERR2199860",NA
"ERR2200101",NA
"ERR2199794",NA
"ERR2199786",NA
"ERR1768638",NA
"ERR2199986",NA
"ERR2199916",NA
"ERR2199875",NA
"ERR2199913",NA
"ERR2199835",NA
"ERR2199770",NA
"ERR2200130",NA
"ERR2200121",NA
"ERR2199909",NA
"ERR2199852",NA
"ERR2199784",NA
"ERR2199795",NA
"ERR2200055",NA
"ERR2199957",NA
"ERR2199823",NA
"ERR2200016",NA
"ERR2200131",NA
"ERR2200072",NA
"ERR2199754",NA
"ERR2199983",NA
"ERR2199878",NA
"ERR2200003",NA
"ERR2199816",NA
"ERR2199961",NA
"ERR2199772",NA
"ERR2199858",NA
"ERR2200091",NA
"ERR2199809",NA
"ERR2199792",NA
"ERR2199799",NA
"ERR2199848",NA
"ERR2200133",NA
"ERR2200107",NA
"ERR2199789",NA
"ERR2200053",NA
"ERR2200097",NA
"ERR2200114",NA
"ERR2199889",NA
"ERR2199744",NA
"ERR2199828",NA
"ERR2199742",NA
"ERR2200057",NA
"ERR2200125",NA
"ERR2199808",NA
"ERR2200126",NA
"ERR2199919",NA
"ERR2199818",NA
"ERR2200134",NA
"ERR2199897",NA
"ERR2199894",NA
"ERR2200071",NA
"ERR2199980",NA
"ERR2199810",NA
"ERR2199777",NA
"ERR2200056",NA
"ERR2516400",NA
"ERR2516401",NA
"ERR2516402",NA
"ERR2516403",NA
"ERR2516404",NA
"ERR2516405",NA
"ERR2516406",NA
"ERR2516407",NA
"ERR2516408",NA
"ERR2516409",NA
"ERR2516410",NA
"ERR2516411",NA
"ERR2516412",NA
"ERR2516413",NA
"ERR2516414",NA
"ERR2516415",NA
"ERR2516416",NA
"ERR2516417",NA
"ERR2516418",NA
"ERR2516419",NA
"ERR2516420",NA
"ERR2516421",NA
"ERR2516422",NA
"ERR2516423",NA
"ERR2516424",NA
"ERR2516425",NA
"ERR2516426",NA
"ERR2516427",NA
"ERR2516428",NA
"ERR2516429",NA
"ERR2516430",NA
"ERR2516431",NA
"ERR2516432",NA
"ERR2516433",NA
"ERR2516434",NA
"ERR2516435",NA
"ERR2516436",NA
"ERR2516437",NA
"ERR2516438",NA
"ERR2516439",NA
"ERR2516440",NA
"ERR2516441",NA
"ERR2516442",NA
"ERR2516443",NA
"ERR2516444",NA
"ERR2516445",NA
"ERR2516446",NA
"ERR2516447",NA
"ERR2516448",NA
"ERR2516449",NA
"ERR2516450",NA
"ERR2516451",NA
"ERR2516452",NA
"ERR2516453",NA
"ERR2516454",NA
"ERR2516455",NA
"ERR2516456",NA
"ERR2516457",NA
"ERR2516458",NA
"ERR2516459",NA
"ERR2516460",NA
"ERR2516461",NA
"ERR2516462",NA
"ERR2516463",NA
"ERR2516464",NA
"ERR2516465",NA
"ERR2516466",NA
"ERR2516467",NA
"ERR2516468",NA
"ERR2516469",NA
"ERR2516470",NA
"ERR2516471",NA
"ERR2516472",NA
"ERR2516473",NA
"ERR2516474",NA
"ERR2516475",NA
"ERR2516476",NA
"ERR2516477",NA
"ERR2516478",NA
"ERR2516479",NA
"ERR2516480",NA
"ERR2516481",NA
"ERR2516482",NA
"ERR2516483",NA
"ERR2516484",NA
"ERR2516485",NA
"ERR2516486",NA
"ERR2516487",NA
"ERR2516488",NA
"ERR2516489",NA
"ERR2516490",NA
"ERR2516491",NA
"ERR2516492",NA
"ERR2516493",NA
"ERR2516494",NA
"ERR2516495",NA
"ERR2516496",NA
"ERR2516497",NA
"ERR2516498",NA
"ERR2516499",NA
"ERR2516500",NA
"ERR2516501",NA
"ERR2516502",NA
"ERR2516503",NA
"ERR2516504",NA
"ERR2516505",NA
"ERR2516506",NA
"ERR2516507",NA
"ERR2516508",NA
"ERR2516509",NA
"ERR2516510",NA
"ERR2516511",NA
"ERR2516512",NA
"ERR2516513",NA
"ERR2516514",NA
"ERR2516515",NA
"ERR2516516",NA
"ERR2516517",NA
"ERR2516518",NA
"ERR2516519",NA
"ERR2516520",NA
"ERR2516521",NA
"ERR2516522",NA
"ERR2516523",NA
"ERR2516524",NA
"ERR2516525",NA
"ERR2516526",NA
"ERR2516527",NA
"ERR2516528",NA
"ERR2516529",NA
"ERR2516530",NA
"ERR2516531",NA
"ERR2516532",NA
"ERR2516533",NA
"ERR2516534",NA
"ERR2516535",NA
"ERR2516536",NA
"ERR2516537",NA
"ERR2516538",NA
"ERR2516539",NA
"ERR2516540",NA
"ERR2516541",NA
"ERR2516542",NA
"ERR2516543",NA
"ERR2516544",NA
"ERR2516545",NA
"ERR2516546",NA
"ERR2516547",NA
"ERR2516548",NA
"ERR2516549",NA
"ERR2516550",NA
"ERR2516551",NA
"ERR2516552",NA
"ERR2516553",NA
"ERR2516554",NA
"ERR2516555",NA
"ERR2516556",NA
"ERR2516557",NA
"ERR2516558",NA
"ERR2516559",NA
"ERR2516560",NA
"ERR2516561",NA
"ERR2516562",NA
"ERR2516563",NA
"ERR2516564",NA
"ERR2516565",NA
"ERR2516566",NA
"ERR2516567",NA
"ERR2516568",NA
"ERR2516569",NA
"ERR2516570",NA
"ERR2516571",NA
"ERR2516572",NA
"ERR2516573",NA
"ERR2516574",NA
"ERR2516575",NA
"ERR2516576",NA
"ERR2516577",NA
"ERR2516578",NA
"ERR2516579",NA
"ERR2516580",NA
"ERR2516581",NA
"ERR2516582",NA
"ERR2516583",NA
"ERR2516584",NA
"ERR2516585",NA
"ERR2516586",NA
"ERR2516587",NA
"ERR2516588",NA
"ERR2516589",NA
"ERR2516590",NA
"ERR2516591",NA
"ERR2516592",NA
"ERR2516593",NA
"ERR2516594",NA
"ERR2516595",NA
"ERR2516596",NA
"ERR2516597",NA
"ERR2516598",NA
"ERR2516599",NA
"ERR2516600",NA
"ERR2516601",NA
"ERR2516602",NA
"ERR2516603",NA
"ERR2516604",NA
"ERR2516605",NA
"ERR2516606",NA
"ERR2516607",NA
"ERR2516608",NA
"ERR2516609",NA
"ERR2516610",NA
"ERR2516611",NA
"ERR2516612",NA
"ERR2516613",NA
"ERR2516614",NA
"ERR2516615",NA
"ERR2516616",NA
"ERR2516617",NA
"ERR2516618",NA
"ERR2516619",NA
"ERR2516620",NA
"ERR2516621",NA
"ERR2516622",NA
"ERR2516623",NA
"ERR2516624",NA
"ERR2516625",NA
"ERR2516626",NA
"ERR2516627",NA
"ERR2516628",NA
"ERR2516629",NA
"ERR2516630",NA
"ERR2516631",NA
"ERR2516632",NA
"ERR2516633",NA
"ERR2516634",NA
"ERR2516635",NA
"ERR2516636",NA
"ERR2516637",NA
"ERR2516638",NA
"ERR2516639",NA
"ERR2516640",NA
"ERR2516641",NA
"ERR2516642",NA
"ERR2516643",NA
"ERR2516644",NA
"ERR2516645",NA
"ERR2516646",NA
"ERR2516647",NA
"ERR2516648",NA
"ERR2516649",NA
"ERR2516650",NA
"ERR2516651",NA
"ERR2516652",NA
"ERR2516653",NA
"ERR2516654",NA
"ERR2516655",NA
"ERR2516656",NA
"ERR2516657",NA
"ERR2516658",NA
"ERR2516659",NA
"ERR2516660",NA
"ERR2516661",NA
"ERR2516662",NA
"ERR2516663",NA
"ERR2516664",NA
"ERR2516665",NA
"ERR2516666",NA
"ERR2516667",NA
"ERR2516668",NA
"ERR2516669",NA
"ERR2516670",NA
"ERR2516671",NA
"ERR2516672",NA
"ERR2516673",NA
"ERR2516674",NA
"ERR2516675",NA
"ERR2516676",NA
"ERR2516677",NA
"ERR2516678",NA
"ERR2516679",NA
"ERR2516680",NA
"ERR2516681",NA
"ERR2516682",NA
"ERR2516683",NA
"ERR2516684",NA
"ERR2516685",NA
"ERR2516686",NA
"ERR2516687",NA
"ERR2516688",NA
"ERR2516689",NA
"ERR2516690",NA
"ERR2516691",NA
"ERR2516692",NA
"ERR2516693",NA
"ERR2516694",NA
"ERR2516695",NA
"ERR2516696",NA
"ERR2516697",NA
"ERR2516698",NA
"ERR2516699",NA
"ERR2516700",NA
"ERR2516701",NA
"ERR2516702",NA
"ERR2516703",NA
"ERR2516704",NA
"ERR2516705",NA
"ERR2516706",NA
"ERR2516707",NA
"ERR2516708",NA
"ERR2516709",NA
"ERR2516710",NA
"ERR2516711",NA
"ERR2516712",NA
"ERR2516713",NA
"ERR2516714",NA
"ERR2516715",NA
"ERR2516716",NA
"ERR2516717",NA
"ERR2516718",NA
"ERR2516719",NA
"ERR2516720",NA
"ERR2516721",NA
"ERR2516722",NA
"ERR2516723",NA
"ERR2516724",NA
"ERR2516725",NA
"ERR2516726",NA
"ERR2516727",NA
"ERR2516728",NA
"ERR2516729",NA
"ERR2516730",NA
"ERR2516731",NA
"ERR2516732",NA
"ERR2516733",NA
"ERR2516734",NA
"ERR2516735",NA
"ERR2516736",NA
"ERR2516737",NA
"ERR2516738",NA
"ERR2510880",NA
"ERR2510858",NA
"ERR2510878",NA
"ERR2510725",NA
"ERR2510459",NA
"ERR2510869",NA
"ERR2510254",NA
"ERR2510657",NA
"ERR2510713",NA
"ERR2510668",NA
"ERR2510678",NA
"ERR2510874",NA
"ERR2510692",NA
"ERR2510666",NA
"ERR2510677",NA
"ERR2510843",NA
"ERR2510683",NA
"ERR2510727",NA
"ERR2510732",NA
"ERR2510847",NA
"ERR2510662",NA
"ERR2510715",NA
"ERR2510329",NA
"ERR2510726",NA
"ERR2510864",NA
"ERR2510850",NA
"ERR2510659",NA
"ERR2510723",NA
"ERR2510674",NA
"ERR2510735",NA
"ERR2510660",NA
"ERR2510708",NA
"ERR2510710",NA
"ERR2510729",NA
"ERR2510866",NA
"ERR2510867",NA
"ERR2510689",NA
"ERR2510672",NA
"ERR2510687",NA
"ERR2510703",NA
"ERR2510851",NA
"ERR2510838",NA
"ERR2510360",NA
"ERR2510663",NA
"ERR2510718",NA
"ERR2510834",NA
"ERR2510655",NA
"ERR2510691",NA
"ERR2510675",NA
"ERR2510728",NA
"ERR2510730",NA
"ERR2510724",NA
"ERR2510681",NA
"ERR2510711",NA
"ERR2510665",NA
"ERR2510842",NA
"ERR2510855",NA
"ERR2510716",NA
"ERR2510854",NA
"ERR2510706",NA
"ERR2510656",NA
"ERR2510702",NA
"ERR2510712",NA
"ERR2510863",NA
"ERR2510824",NA
"ERR2510673",NA
"ERR2510714",NA
"ERR2510827",NA
"ERR2510846",NA
"ERR2510881",NA
"ERR2510510",NA
"ERR2510664",NA
"ERR2510840",NA
"ERR2510704",NA
"ERR2510709",NA
"ERR2510688",NA
"ERR2510654",NA
"ERR2510832",NA
"ERR2510882",NA
"ERR2510872",NA
"ERR2510852",NA
"ERR2510853",NA
"ERR2510877",NA
"ERR2510667",NA
"ERR2510676",NA
"ERR2510823",NA
"ERR2510679",NA
"ERR2510693",NA
"ERR2510658",NA
"ERR2510705",NA
"ERR2510690",NA
"ERR2510682",NA
"ERR2510671",NA
"ERR2510845",NA
"ERR2510686",NA
"ERR2510721",NA
"ERR2510856",NA
"ERR2510695",NA
"ERR2510839",NA
"ERR2510849",NA
"ERR2510859",NA
"ERR2510731",NA
"ERR2510720",NA
"ERR2510848",NA
"ERR2510680",NA
"ERR2510862",NA
"ERR2510734",NA
"ERR2510279",NA
"ERR2510685",NA
"ERR2510868",NA
"ERR2510875",NA
"ERR2510833",NA
"ERR2510684",NA
"ERR2510719",NA
"ERR2510653",NA
"ERR2510701",NA
"ERR2510696",NA
"ERR2510876",NA
"ERR2510733",NA
"ERR2510841",NA
"ERR2510865",NA
"ERR2510670",NA
"ERR2510707",NA
"ERR2510717",NA
"ERR2510826",NA
"ERR2510669",NA
"ERR2510722",NA
"ERR2510857",NA
"ERR2510844",NA
"ERR2510694",NA
"ERR2510661",NA
"ERR2510778",NA
"ERR2510750",NA
"ERR2510781",NA
"ERR2510812",NA
"ERR2510768",NA
"ERR2510821",NA
"ERR2510831",NA
"ERR2510798",NA
"ERR2510811",NA
"ERR2510810",NA
"ERR2510780",NA
"ERR2510755",NA
"ERR2510759",NA
"ERR2510817",NA
"ERR2510747",NA
"ERR2510828",NA
"ERR2510830",NA
"ERR2510835",NA
"ERR2510808",NA
"ERR2510782",NA
"ERR2510756",NA
"ERR2510760",NA
"ERR2510754",NA
"ERR2510822",NA
"ERR2510825",NA
"ERR2510820",NA
"ERR2510795",NA
"ERR2510784",NA
"ERR2510736",NA
"ERR2510797",NA
"ERR2510809",NA
"ERR2510786",NA
"ERR2510766",NA
"ERR2510752",NA
"ERR2510774",NA
"ERR2510758",NA
"ERR2510804",NA
"ERR2510802",NA
"ERR2510745",NA
"ERR2510775",NA
"ERR2510772",NA
"ERR2510787",NA
"ERR2510815",NA
"ERR2510762",NA
"ERR2510764",NA
"ERR2510789",NA
"ERR2510779",NA
"ERR2510792",NA
"ERR2510742",NA
"ERR2510799",NA
"ERR2510765",NA
"ERR2510769",NA
"ERR2510819",NA
"ERR2510813",NA
"ERR2510770",NA
"ERR2510738",NA
"ERR2510788",NA
"ERR2510836",NA
"ERR2510763",NA
"ERR2510783",NA
"ERR2510740",NA
"ERR2510814",NA
"ERR2510767",NA
"ERR2510805",NA
"ERR2510800",NA
"ERR2510741",NA
"ERR2510757",NA
"ERR2510807",NA
"ERR2510777",NA
"ERR2510801",NA
"ERR2510739",NA
"ERR2510773",NA
"ERR2510816",NA
"ERR2510737",NA
"ERR2510748",NA
"ERR2510803",NA
"ERR2510791",NA
"ERR2510744",NA
"ERR2510749",NA
"ERR2510829",NA
"ERR2510776",NA
"ERR2510796",NA
"ERR2510761",NA
"ERR2510771",NA
"ERR2510746",NA
"ERR2510794",NA
"ERR2510751",NA
"ERR2510793",NA
"ERR2510818",NA
"ERR2510753",NA
"ERR2510785",NA
"ERR2510837",NA
"ERR2510743",NA
"ERR2510790",NA
"ERR2510806",NA
"SRR3675225",NA
"SRR3675238",NA
"SRR3675239",NA
"SRR3675242",NA
"SRR3675244",NA
"SRR3675250",NA
"SRR3675252",NA
"SRR3675255",NA
"SRR3675261",NA
"SRR3675273",NA
"SRR3675274",NA
"SRR3675277",NA
"SRR3675286",NA
"SRR3675314",NA
"SRR3675336",NA
"SRR3675391",NA
"SRR3675439",NA
"SRR3675458",NA
"SRR3675466",NA
"SRR3675469",NA
"SRR3675489",NA
"SRR3675530",NA
"SRR3675531",NA
"SRR3675532",NA
"SRR3675533",NA
"SRR3675538",NA
"SRR3675573",NA
"SRR3675590",NA
"ERR2516740",NA
"ERR2516741",NA
"ERR2516742",NA
"ERR2516743",NA
"ERR2516744",NA
"ERR2516745",NA
"ERR2516746",NA
"ERR2516747",NA
"ERR2516748",NA
"ERR2516749",NA
"ERR2516750",NA
"ERR2516751",NA
"ERR2516752",NA
"ERR2516753",NA
"ERR2516754",NA
"ERR2516755",NA
"ERR2516756",NA
"ERR2516757",NA
"ERR2516758",NA
"ERR2516759",NA
"ERR2516760",NA
"ERR2516761",NA
"ERR2516762",NA
"ERR2516763",NA
"ERR2516764",NA
"ERR2516765",NA
"ERR2516766",NA
"ERR2516767",NA
"ERR2516768",NA
"ERR2516769",NA
"ERR2516770",NA
"ERR2516771",NA
"ERR2516772",NA
"ERR2516773",NA
"ERR2516774",NA
"ERR2516775",NA
"ERR2516776",NA
"ERR2516777",NA
"ERR2516778",NA
"ERR2516779",NA
"ERR2516780",NA
"ERR2516781",NA
"ERR2516782",NA
"ERR2516783",NA
"ERR2516784",NA
"ERR2516785",NA
"ERR2516786",NA
"ERR2516787",NA
"ERR2516788",NA
"ERR2516789",NA
"ERR2516790",NA
"ERR2516791",NA
"ERR2516792",NA
"ERR2516793",NA
"ERR2516794",NA
"ERR2516795",NA
"ERR2516796",NA
"ERR2516797",NA
"ERR2516798",NA
"ERR2516799",NA
"ERR2516800",NA
"ERR2516801",NA
"ERR2516802",NA
"ERR2516803",NA
"ERR2516804",NA
"ERR2516805",NA
"ERR2516806",NA
"ERR2516807",NA
"ERR2516808",NA
"ERR2516809",NA
"ERR2516810",NA
"ERR2516811",NA
"ERR2516812",NA
"ERR2516813",NA
"ERR2516814",NA
"ERR2516815",NA
"ERR2516816",NA
"ERR2516817",NA
"ERR2516818",NA
"ERR2516819",NA
"ERR2516820",NA
"ERR2516821",NA
"ERR2516822",NA
"ERR2516823",NA
"ERR2516824",NA
"ERR2516825",NA
"ERR2516826",NA
"ERR2516827",NA
"ERR2516828",NA
"ERR2516829",NA
"ERR2516830",NA
"ERR2516831",NA
"ERR2516832",NA
"ERR2516833",NA
"ERR2516834",NA
"ERR2516835",NA
"ERR2516836",NA
"ERR2516837",NA
"ERR2516838",NA
"ERR2516839",NA
"ERR2516840",NA
"ERR2516841",NA
"ERR2516842",NA
"ERR2516843",NA
"ERR2516844",NA
"ERR2516845",NA
"ERR2516846",NA
"ERR2516847",NA
"ERR2516848",NA
"ERR2516849",NA
"ERR2516850",NA
"ERR2516851",NA
"ERR2516852",NA
"ERR2516853",NA
"ERR2516854",NA
"ERR2516855",NA
"ERR2516856",NA
"ERR2516857",NA
"ERR2516858",NA
"ERR2516859",NA
"ERR2516860",NA
"ERR2516861",NA
"ERR2516862",NA
"ERR2516863",NA
"ERR2516864",NA
"ERR2516865",NA
"ERR2516866",NA
"ERR2516867",NA
"ERR2516868",NA
"ERR2516869",NA
"ERR2516870",NA
"ERR2516871",NA
"ERR2516872",NA
"ERR2516873",NA
"ERR2516874",NA
"ERR2516875",NA
"ERR2516876",NA
"ERR2516877",NA
"ERR2516878",NA
"ERR2516879",NA
"ERR2516880",NA
"ERR2516881",NA
"ERR2516882",NA
"ERR2516883",NA
"ERR2516884",NA
"ERR2516885",NA
"ERR2516886",NA
"ERR2516887",NA
"ERR2516888",NA
"ERR2516889",NA
"ERR2516890",NA
"ERR2516891",NA
"ERR2516892",NA
"ERR2516893",NA
"ERR2516894",NA
"ERR2516895",NA
"ERR2516896",NA
"ERR2516897",NA
"ERR2516898",NA
"ERR2516899",NA
"ERR2516900",NA
"ERR2516901",NA
"ERR2516902",NA
"ERR2516903",NA
"ERR2516904",NA
"ERR2516905",NA
"ERR2516906",NA
"ERR2516907",NA
"ERR2516908",NA
"ERR2516909",NA
"ERR2516910",NA
"ERR2516911",NA
"ERR2516912",NA
"ERR2516913",NA
"ERR2516914",NA
"ERR2516915",NA
"ERR2516916",NA
"ERR2516917",NA
"ERR2516918",NA
"ERR2516919",NA
"ERR2516920",NA
"ERR2516921",NA
"ERR2516922",NA
"ERR2516923",NA
"ERR2516924",NA
"ERR2516925",NA
"ERR2516926",NA
"ERR2516927",NA
"ERR2516928",NA
"ERR2516929",NA
"ERR2516930",NA
"ERR2516931",NA
"ERR2516932",NA
"ERR2516933",NA
"ERR2516934",NA
"ERR2516935",NA
"ERR2516936",NA
"ERR2516937",NA
"ERR2516938",NA
"ERR2516939",NA
"ERR2516940",NA
"ERR2516941",NA
"ERR2516942",NA
"ERR2516943",NA
"ERR2516944",NA
"ERR2516945",NA
"ERR2516946",NA
"ERR2516947",NA
"ERR2516948",NA
"ERR2516949",NA
"ERR2516950",NA
"ERR2516951",NA
"ERR2516952",NA
"ERR2516953",NA
"ERR2516954",NA
"ERR2516955",NA
"ERR2516956",NA
"ERR2516957",NA
"ERR2516958",NA
"ERR2516959",NA
"ERR2516960",NA
"ERR2516961",NA
"ERR2516962",NA
"ERR2516963",NA
"ERR2516964",NA
"ERR2516965",NA
"ERR2516966",NA
"ERR2516967",NA
"ERR2516968",NA
"ERR2516969",NA
"ERR2516970",NA
"ERR2516971",NA
"ERR2516972",NA
"ERR2516973",NA
"ERR2516974",NA
"ERR2516975",NA
"ERR2516976",NA
"ERR2516977",NA
"ERR2516978",NA
"ERR2516979",NA
"ERR2516980",NA
"ERR2516981",NA
"ERR2516982",NA
"ERR2516983",NA
"ERR2516984",NA
"ERR2516985",NA
"ERR2516986",NA
"ERR2516987",NA
"ERR2516988",NA
"ERR2516989",NA
"ERR2516990",NA
"ERR2516991",NA
"ERR2516992",NA
"ERR2516993",NA
"ERR2516994",NA
"ERR2516995",NA
"ERR2516996",NA
"ERR2516997",NA
"ERR2516998",NA
"ERR2516999",NA
"ERR2517000",NA
"ERR2517001",NA
"ERR2517002",NA
"ERR2517003",NA
"ERR2517004",NA
"ERR2517005",NA
"ERR2517006",NA
"ERR2517007",NA
"ERR2517008",NA
"ERR2517009",NA
"ERR2517010",NA
"ERR2517011",NA
"ERR2517012",NA
"ERR2517013",NA
"ERR2517014",NA
"ERR2517015",NA
"ERR2517016",NA
"ERR2517017",NA
"ERR2517018",NA
"ERR2517019",NA
"ERR2517020",NA
"ERR2517021",NA
"ERR2517022",NA
"ERR2517023",NA
"ERR2517024",NA
"ERR2517025",NA
"ERR2517026",NA
"ERR2517027",NA
"ERR2517028",NA
"ERR2517029",NA
"ERR2517030",NA
"ERR2517031",NA
"ERR2517032",NA
"ERR2517033",NA
"ERR2517034",NA
"ERR2517035",NA
"ERR2517036",NA
"ERR2517037",NA
"ERR2517038",NA
"ERR2517039",NA
"ERR2517040",NA
"ERR2517041",NA
"ERR2517042",NA
"ERR2517043",NA
"ERR2517044",NA
"ERR2517045",NA
"ERR2517046",NA
"ERR2517047",NA
"ERR2517048",NA
"ERR2517049",NA
"ERR2517050",NA
"ERR2517051",NA
"ERR2517052",NA
"ERR2517053",NA
"ERR2517054",NA
"ERR2517055",NA
"ERR2517056",NA
"ERR2517057",NA
"ERR2517058",NA
"ERR2517059",NA
"ERR2517060",NA
"ERR2517061",NA
"ERR2517062",NA
"ERR2517063",NA
"ERR2517064",NA
"ERR2517065",NA
"ERR2517066",NA
"ERR2517067",NA
"ERR2517068",NA
"ERR2517069",NA
"ERR2517070",NA
"ERR2517071",NA
"ERR2517072",NA
"ERR2517073",NA
"ERR2517074",NA
"ERR2517075",NA
"ERR2517076",NA
"ERR2517077",NA
"ERR2517078",NA
"ERR2517079",NA
"ERR2517080",NA
"ERR2517081",NA
"ERR2517082",NA
"ERR2517083",NA
"ERR2517084",NA
"ERR2517085",NA
"ERR2517086",NA
"ERR2517087",NA
"ERR2517088",NA
"ERR2517089",NA
"ERR2517090",NA
"ERR2517091",NA
"ERR2517092",NA
"ERR2517093",NA
"ERR2517094",NA
"ERR2517095",NA
"ERR2517096",NA
"ERR2517097",NA
"ERR2517098",NA
"ERR2517099",NA
"ERR2517100",NA
"ERR2517101",NA
"ERR2517102",NA
"ERR2517103",NA
"ERR2517104",NA
"ERR2517105",NA
"ERR2517106",NA
"ERR2517107",NA
"ERR2517108",NA
"ERR2517109",NA
"ERR2517110",NA
"ERR2517111",NA
"ERR2517112",NA
"ERR2517113",NA
"ERR2517114",NA
"ERR2517115",NA
"ERR2517116",NA
"ERR2517117",NA
"ERR2517118",NA
"ERR2517119",NA
"ERR2517120",NA
"ERR2517121",NA
"ERR2517122",NA
"ERR2517123",NA
"ERR2517124",NA
"ERR2517125",NA
"ERR552491",NA
"ERR551231",NA
"ERR551650",NA
"ERR2199956",NA
"ERR2200074",NA
"ERR2200067",NA
"ERR552789",NA
"ERR2199979",NA
"ERR552221",NA
"ERR498238",NA
"ERR2199995",NA
"ERR552763",NA
"ERR2200040",NA
"ERR553357",NA
"ERR2200002",NA
"ERR552010",NA
"ERR552754",NA
"ERR552083",NA
"ERR2199936",NA
"ERR552612",NA
"ERR553350",NA
"ERR2199975",NA
"ERR2200008",NA
"ERR2199996",NA
"ERR552115",NA
"ERR2200006",NA
"ERR553182",NA
"ERR2200065",NA
"ERR2199992",NA
"ERR550959",NA
"ERR2199970",NA
"ERR2200087",NA
"ERR552710",NA
"ERR552981",NA
"ERR2199972",NA
"ERR2199989",NA
"ERR551545",NA
"ERR551739",NA
"ERR2199924",NA
"ERR2200038",NA
"ERR2199923",NA
"ERR2200049",NA
"ERR552000",NA
"ERR552405",NA
"ERR2199932",NA
"ERR2200009",NA
"ERR2199999",NA
"ERR550657",NA
"ERR2199926",NA
"ERR550861",NA
"ERR2199922",NA
"ERR2199930",NA
"ERR553105",NA
"ERR553241",NA
"ERR2200015",NA
"ERR2199969",NA
"ERR2199993",NA
"ERR2199807",NA
"ERR552672",NA
"ERR2199931",NA
"ERR2200096",NA
"ERR553053",NA
"ERR551536",NA
"ERR552720",NA
"ERR2199787",NA
"ERR552929",NA
"ERR2200039",NA
"ERR2199771",NA
"ERR2200119",NA
"ERR552151",NA
"ERR2200077",NA
"ERR551045",NA
"ERR2200007",NA
"ERR553134",NA
"ERR2200043",NA
"ERR551692",NA
"ERR552361",NA
"ERR2199998",NA
"ERR2200019",NA
"ERR551280",NA
"ERR2199977",NA
"ERR2199942",NA
"ERR551242",NA
"ERR2199971",NA
"ERR2200001",NA
"ERR551246",NA
"ERR550813",NA
"ERR2200118",NA
"ERR2200018",NA
"ERR551393",NA
"ERR2199938",NA
"ERR2200014",NA
"ERR552124",NA
"ERR2200034",NA
"ERR2200017",NA
"ERR2200115",NA
"ERR552870",NA
"ERR2199981",NA
"ERR551456",NA
"ERR552071",NA
"ERR2200139",NA
"ERR550872",NA
"ERR2199834",NA
"ERR553058",NA
"ERR552193",NA
"ERR2200010",NA
"ERR2199976",NA
"ERR551391",NA
"ERR2199973",NA
"ERR2199940",NA
"ERR2199927",NA
"ERR2199925",NA
"ERR552495",NA
"ERR2199920",NA
"ERR553230",NA
"ERR2200021",NA
"ERR551166",NA
"ERR2199939",NA
"ERR2199934",NA
"ERR550741",NA
"ERR551953",NA
"ERR2199945",NA
"ERR552073",NA
"ERR551488",NA
"ERR2199842",NA
"ERR551289",NA
"ERR550794",NA
"ERR2199943",NA
"ERR2200105",NA
"ERR2200044",NA
"ERR2199921",NA
"ERR553366",NA
"ERR550869",NA
"ERR2199941",NA
"ERR2200000",NA
"ERR552780",NA
"ERR551689",NA
"ERR2200035",NA
"ERR551801",NA
"ERR2199991",NA
"ERR553321",NA
"ERR2200024",NA
"ERR2199950",NA
"ERR2199944",NA
"ERR551014",NA
"ERR2200045",NA
"ERR552273",NA
"ERR2199947",NA
"ERR553358",NA
"ERR2200004",NA
"ERR2200051",NA
"ERR2199951",NA
"ERR2200013",NA
"ERR2199928",NA
"ERR2200052",NA
"ERR2199929",NA
"ERR2200037",NA
"ERR552745",NA
"ERR551609",NA
"ERR552701",NA
"ERR552540",NA
"ERR2199955",NA
"ERR2199990",NA
"ERR2200025",NA
"ERR551319",NA
"ERR551578",NA
"ERR552456",NA
"ERR550619",NA
"ERR552751",NA
"ERR551537",NA
"ERR2200020",NA
"ERR550754",NA
"ERR2200117",NA
"ERR2200005",NA
"ERR2200088",NA
"ERR551899",NA
"ERR552809",NA
"ERR2200103",NA
"ERR2199935",NA
"ERR2200078",NA
"ERR552518",NA
"ERR2200080",NA
"ERR2200032",NA
"ERR2200033",NA
"ERR553216",NA
"ERR553264",NA
"ERR2199933",NA
"ERR552599",NA
"ERR550734",NA
"ERR552463",NA
"ERR552352",NA
"ERR552637",NA
"ERR552070",NA
"ERR2199749",NA
"ERR2199937",NA
"ERR2199949",NA
"ERR2200076",NA
"ERR2200079",NA
"ERR552484",NA
"ERR553282",NA
"ERR2200023",NA
"ERR2199982",NA
"ERR2199946",NA
"ERR2199952",NA
"ERR2517580",NA
"ERR2517140",NA
"ERR2517159",NA
"ERR2517260",NA
"ERR2517161",NA
"ERR2517254",NA
"ERR2517177",NA
"ERR2517568",NA
"ERR2517334",NA
"ERR2517154",NA
"ERR2517408",NA
"ERR2517244",NA
"ERR2517297",NA
"ERR2517167",NA
"ERR2517428",NA
"ERR2517599",NA
"ERR2517399",NA
"ERR2517127",NA
"ERR2517494",NA
"ERR2517235",NA
"ERR2517632",NA
"ERR2517487",NA
"ERR2517578",NA
"ERR2517411",NA
"ERR2517315",NA
"ERR2517547",NA
"ERR2517269",NA
"ERR2517194",NA
"ERR2517598",NA
"ERR2517577",NA
"ERR2517333",NA
"ERR2517300",NA
"ERR2517374",NA
"ERR2517253",NA
"ERR2517358",NA
"ERR2517589",NA
