"id","ciprofloxacin","moxifloxacin"
"ERR2517468",NA,NA
"ERR2517175",NA,NA
"ERR2517617",NA,NA
"ERR2517488",NA,NA
"ERR2517549",NA,NA
"ERR2517630",NA,NA
"ERR2517340",NA,NA
"ERR2517371",NA,NA
"ERR2517196",NA,NA
"ERR2517472",NA,NA
"ERR2517320",NA,NA
"ERR2517395",NA,NA
"ERR2517634",NA,NA
"ERR2517162",NA,NA
"ERR2517483",NA,NA
"ERR2517546",NA,NA
"ERR2517241",NA,NA
"ERR2517203",NA,NA
"ERR2517131",NA,NA
"ERR2517449",NA,NA
"ERR2517262",NA,NA
"ERR2517222",NA,NA
"ERR2517261",NA,NA
"ERR2517147",NA,NA
"ERR2517480",NA,NA
"ERR2517441",NA,NA
"ERR2517536",NA,NA
"ERR2517382",NA,NA
"ERR2517316",NA,NA
"ERR2517526",NA,NA
"ERR2517505",NA,NA
"ERR2517616",NA,NA
"ERR2517275",NA,NA
"ERR2517585",NA,NA
"ERR2517381",NA,NA
"ERR2517631",NA,NA
"ERR2517210",NA,NA
"ERR2517518",NA,NA
"ERR2517473",NA,NA
"ERR2517233",NA,NA
"ERR2517554",NA,NA
"ERR2517557",NA,NA
"ERR2517268",NA,NA
"ERR2517264",NA,NA
"ERR2517486",NA,NA
"ERR2517502",NA,NA
"ERR2517270",NA,NA
"ERR2517246",NA,NA
"ERR2517274",NA,NA
"ERR2517311",NA,NA
"ERR2517448",NA,NA
"ERR2517522",NA,NA
"ERR2517583",NA,NA
"ERR2517442",NA,NA
"ERR2517324",NA,NA
"ERR2517640",NA,NA
"ERR2517543",NA,NA
"ERR2517390",NA,NA
"ERR2517372",NA,NA
"ERR2517587",NA,NA
"ERR2517457",NA,NA
"ERR2517308",NA,NA
"ERR2517337",NA,NA
"ERR2517451",NA,NA
"ERR2517378",NA,NA
"ERR2517283",NA,NA
"ERR2517586",NA,NA
"ERR2517168",NA,NA
"ERR2517376",NA,NA
"ERR2517403",NA,NA
"ERR2517566",NA,NA
"ERR2517272",NA,NA
"ERR2517476",NA,NA
"ERR2517345",NA,NA
"ERR2517273",NA,NA
"ERR2517592",NA,NA
"ERR2517424",NA,NA
"ERR2517622",NA,NA
"ERR2517252",NA,NA
"ERR2517465",NA,NA
"ERR2517331",NA,NA
"ERR2517322",NA,NA
"ERR2517298",NA,NA
"ERR2517445",NA,NA
"ERR2517138",NA,NA
"ERR2517447",NA,NA
"ERR2517248",NA,NA
"ERR2517180",NA,NA
"ERR2517400",NA,NA
"ERR2517282",NA,NA
"ERR2517565",NA,NA
"ERR2517328",NA,NA
"ERR2517561",NA,NA
"ERR2517379",NA,NA
"ERR2517198",NA,NA
"ERR2517285",NA,NA
"ERR2517366",NA,NA
"ERR2517573",NA,NA
"ERR2517389",NA,NA
"ERR2517637",NA,NA
"ERR2517144",NA,NA
"ERR2517576",NA,NA
"ERR2517541",NA,NA
"ERR2517626",NA,NA
"ERR2517481",NA,NA
"ERR2517535",NA,NA
"ERR2517357",NA,NA
"ERR2517629",NA,NA
"ERR2517343",NA,NA
"ERR2517369",NA,NA
"ERR2517500",NA,NA
"ERR2517327",NA,NA
"ERR2517597",NA,NA
"ERR2517387",NA,NA
"ERR2517413",NA,NA
"ERR2517346",NA,NA
"ERR2517607",NA,NA
"ERR2517158",NA,NA
"ERR2517394",NA,NA
"ERR2517149",NA,NA
"ERR2517396",NA,NA
"ERR2517581",NA,NA
"ERR2517653",NA,NA
"ERR2517169",NA,NA
"ERR2517312",NA,NA
"ERR2517459",NA,NA
"ERR2517288",NA,NA
"ERR2517128",NA,NA
"ERR2517173",NA,NA
"ERR2517560",NA,NA
"ERR2517438",NA,NA
"ERR2517574",NA,NA
"ERR2517141",NA,NA
"ERR2517318",NA,NA
"ERR2517479",NA,NA
"ERR2517190",NA,NA
"ERR2517347",NA,NA
"ERR2517313",NA,NA
"ERR2517181",NA,NA
"ERR2517570",NA,NA
"ERR2517520",NA,NA
"ERR2517527",NA,NA
"ERR2517569",NA,NA
"ERR2517257",NA,NA
"ERR2517251",NA,NA
"ERR2517443",NA,NA
"ERR2517562",NA,NA
"ERR2517229",NA,NA
"ERR2517454",NA,NA
"ERR2517309",NA,NA
"ERR2517571",NA,NA
"ERR2517642",NA,NA
"ERR2517651",NA,NA
"ERR2517152",NA,NA
"ERR2517625",NA,NA
"ERR2517429",NA,NA
"ERR2517644",NA,NA
"ERR2517368",NA,NA
"ERR2517305",NA,NA
"ERR2517414",NA,NA
"ERR2517160",NA,NA
"ERR2517635",NA,NA
"ERR2517645",NA,NA
"ERR2517511",NA,NA
"ERR2517321",NA,NA
"ERR2517291",NA,NA
"ERR2517603",NA,NA
"ERR2517606",NA,NA
"ERR2517349",NA,NA
"ERR2517364",NA,NA
"ERR2517356",NA,NA
"ERR2517421",NA,NA
"ERR2517388",NA,NA
"ERR2517383",NA,NA
"ERR2517250",NA,NA
"ERR2517446",NA,NA
"ERR2517509",NA,NA
"ERR2517593",NA,NA
"ERR2517151",NA,NA
"ERR2517289",NA,NA
"ERR2517290",NA,NA
"ERR2517496",NA,NA
"ERR2517207",NA,NA
"ERR2517299",NA,NA
"ERR2517636",NA,NA
"ERR2517200",NA,NA
"ERR2517280",NA,NA
"ERR2517266",NA,NA
"ERR2517176",NA,NA
"ERR2517620",NA,NA
"ERR2517474",NA,NA
"ERR2517444",NA,NA
"ERR2517466",NA,NA
"ERR2517467",NA,NA
"ERR2517613",NA,NA
"ERR2517415",NA,NA
"ERR2517401",NA,NA
"ERR2517237",NA,NA
"ERR2517224",NA,NA
"ERR2517286",NA,NA
"ERR2517249",NA,NA
"ERR2517416",NA,NA
"ERR2517453",NA,NA
"ERR2517212",NA,NA
"ERR2517146",NA,NA
"ERR2517490",NA,NA
"ERR2517533",NA,NA
"ERR2517247",NA,NA
"ERR2517609",NA,NA
"ERR2517359",NA,NA
"ERR2517601",NA,NA
"ERR2517567",NA,NA
"ERR2517304",NA,NA
"ERR2517240",NA,NA
"ERR2517195",NA,NA
"ERR2517612",NA,NA
"ERR2517418",NA,NA
"ERR2517214",NA,NA
"ERR2517204",NA,NA
"ERR2517471",NA,NA
"ERR2517367",NA,NA
"ERR2517231",NA,NA
"ERR2517639",NA,NA
"ERR2517209",NA,NA
"ERR2517475",NA,NA
"ERR2517528",NA,NA
"ERR2517398",NA,NA
"ERR2517216",NA,NA
"ERR2517191",NA,NA
"ERR2517325",NA,NA
"ERR2517621",NA,NA
"ERR2517628",NA,NA
"ERR2517307",NA,NA
"ERR2517135",NA,NA
"ERR2517348",NA,NA
"ERR2517420",NA,NA
"ERR2517230",NA,NA
"ERR2517530",NA,NA
"ERR2517439",NA,NA
"ERR2517506",NA,NA
"ERR2517132",NA,NA
"ERR2517437",NA,NA
"ERR2517432",NA,NA
"ERR2517365",NA,NA
"ERR2517296",NA,NA
"ERR2517208",NA,NA
"ERR2517623",NA,NA
"ERR2517172",NA,NA
"ERR2517426",NA,NA
"ERR2517489",NA,NA
"ERR2517588",NA,NA
"ERR2517493",NA,NA
"ERR2517157",NA,NA
"ERR2517351",NA,NA
"ERR2517206",NA,NA
"ERR2517267",NA,NA
"ERR2517456",NA,NA
"ERR2517213",NA,NA
"ERR2517584",NA,NA
"ERR2517463",NA,NA
"ERR2517539",NA,NA
"ERR2517436",NA,NA
"ERR2517550",NA,NA
"ERR2517314",NA,NA
"ERR2517646",NA,NA
"ERR2517339",NA,NA
"ERR2517523",NA,NA
"ERR2517323",NA,NA
"ERR2517317",NA,NA
"ERR2517292",NA,NA
"ERR2517294",NA,NA
"ERR2517170",NA,NA
"ERR2517238",NA,NA
"ERR2517350",NA,NA
"ERR2517579",NA,NA
"ERR2517139",NA,NA
"ERR2517156",NA,NA
"ERR2517430",NA,NA
"ERR2517407",NA,NA
"ERR2517519",NA,NA
"ERR2517417",NA,NA
"ERR2517342",NA,NA
"ERR2517558",NA,NA
"ERR2517605",NA,NA
"ERR2517649",NA,NA
"ERR2517370",NA,NA
"ERR2517532",NA,NA
"ERR2517572",NA,NA
"ERR2517375",NA,NA
"ERR2517534",NA,NA
"ERR2517187",NA,NA
"ERR2517392",NA,NA
"ERR2517134",NA,NA
"ERR2517362",NA,NA
"ERR2517508",NA,NA
"ERR2517218",NA,NA
"ERR2517555",NA,NA
"ERR2517647",NA,NA
"ERR2517150",NA,NA
"ERR2517529",NA,NA
"ERR2517551",NA,NA
"ERR2517377",NA,NA
"ERR2517484",NA,NA
"ERR2517225",NA,NA
"ERR2517545",NA,NA
"ERR2517232",NA,NA
"ERR2517423",NA,NA
"ERR2517458",NA,NA
"ERR2517491",NA,NA
"ERR2517462",NA,NA
"ERR2517575",NA,NA
"ERR2517553",NA,NA
"ERR2517525",NA,NA
"ERR2517166",NA,NA
"ERR2517514",NA,NA
"ERR2517145",NA,NA
"ERR2517524",NA,NA
"ERR2517332",NA,NA
"ERR2517142",NA,NA
"ERR2517277",NA,NA
"ERR2517540",NA,NA
"ERR2517171",NA,NA
"ERR2517186",NA,NA
"ERR2517228",NA,NA
"ERR2517409",NA,NA
"ERR2517504",NA,NA
"ERR2517133",NA,NA
"ERR2517126",NA,NA
"ERR2517234",NA,NA
"ERR2517330",NA,NA
"ERR2517329",NA,NA
"ERR2517638",NA,NA
"ERR2517227",NA,NA
"ERR2517563",NA,NA
"ERR2517602",NA,NA
"ERR2517385",NA,NA
"ERR2517544",NA,NA
"ERR2517136",NA,NA
"ERR2517393",NA,NA
"ERR2517402",NA,NA
"ERR2517406",NA,NA
"ERR2517633",NA,NA
"ERR2517521",NA,NA
"ERR2517434",NA,NA
"ERR2517360",NA,NA
"ERR2509673",NA,NA
"ERR2509880",NA,NA
"ERR2509885",NA,NA
"ERR2509674",NA,NA
"ERR2509682",NA,NA
"ERR2509891",NA,NA
"ERR2509884",NA,NA
"ERR2509685",NA,NA
"ERR2509879",NA,NA
"ERR2509895",NA,NA
"ERR2509675",NA,NA
"ERR2509676",NA,NA
"ERR2509882",NA,NA
"ERR2509684",NA,NA
"ERR2509677",NA,NA
"ERR2509888",NA,NA
"ERR2509890",NA,NA
"ERR2509881",NA,NA
"ERR2509894",NA,NA
"ERR2509886",NA,NA
"ERR2509892",NA,NA
"ERR2509678",NA,NA
"ERR2509679",NA,NA
"ERR2509681",NA,NA
"ERR2509896",NA,NA
"ERR2509680",NA,NA
"ERR2509897",NA,NA
"ERR2509686",NA,NA
"ERR2509889",NA,NA
"ERR2509683",NA,NA
"ERR2509887",NA,NA
"ERR2509893",NA,NA
"ERR2509883",NA,NA
"SRR6339663",NA,NA
"ERR2510632",NA,NA
"ERR2510285",NA,NA
"ERR2510586",NA,NA
"ERR2510385",NA,NA
"ERR2510610",NA,NA
"ERR2510370",NA,NA
"ERR2510448",NA,NA
"ERR2510628",NA,NA
"ERR2510563",NA,NA
"ERR2510248",NA,NA
"ERR2510592",NA,NA
"ERR2510597",NA,NA
"ERR2510294",NA,NA
"ERR2510452",NA,NA
"ERR2510576",NA,NA
"ERR2510402",NA,NA
"ERR2510585",NA,NA
"ERR2510630",NA,NA
"ERR2510526",NA,NA
"ERR2510587",NA,NA
"ERR2510429",NA,NA
"ERR2510498",NA,NA
"ERR2510558",NA,NA
"ERR2510524",NA,NA
"ERR2510601",NA,NA
"ERR2510296",NA,NA
"ERR2510251",NA,NA
"ERR2510651",NA,NA
"ERR2510540",NA,NA
"ERR2510288",NA,NA
"ERR2510431",NA,NA
"ERR2510619",NA,NA
"ERR2510600",NA,NA
"ERR2510319",NA,NA
"ERR2510307",NA,NA
"ERR2510528",NA,NA
"ERR2510527",NA,NA
"ERR2510532",NA,NA
"ERR2510648",NA,NA
"ERR2510599",NA,NA
"ERR2510442",NA,NA
"ERR2510639",NA,NA
"ERR2510871",NA,NA
"ERR2510593",NA,NA
"ERR2510263",NA,NA
"ERR2510644",NA,NA
"ERR2510343",NA,NA
"ERR2510256",NA,NA
"ERR2510514",NA,NA
"ERR2510292",NA,NA
"ERR2510378",NA,NA
"ERR2510443",NA,NA
"ERR2510276",NA,NA
"ERR2510571",NA,NA
"ERR2510545",NA,NA
"ERR2510391",NA,NA
"ERR2510578",NA,NA
"ERR2510453",NA,NA
"ERR2510566",NA,NA
"ERR2510464",NA,NA
"ERR2510299",NA,NA
"ERR2510268",NA,NA
"ERR2510647",NA,NA
"ERR2510549",NA,NA
"ERR2510642",NA,NA
"ERR2510546",NA,NA
"ERR2510483",NA,NA
"ERR2510388",NA,NA
"ERR2510650",NA,NA
"ERR2510463",NA,NA
"ERR2510572",NA,NA
"ERR2510573",NA,NA
"ERR2510390",NA,NA
"ERR2510598",NA,NA
"ERR2510485",NA,NA
"ERR2510535",NA,NA
"ERR2510326",NA,NA
"ERR2510458",NA,NA
"ERR2510624",NA,NA
"ERR2510345",NA,NA
"ERR2510346",NA,NA
"ERR2510435",NA,NA
"ERR2510530",NA,NA
"ERR2510564",NA,NA
"ERR2510428",NA,NA
"ERR2510405",NA,NA
"ERR2510581",NA,NA
"ERR2510474",NA,NA
"ERR2510555",NA,NA
"ERR2510322",NA,NA
"ERR2510304",NA,NA
"ERR2510271",NA,NA
"ERR2510421",NA,NA
"ERR2510638",NA,NA
"ERR2510342",NA,NA
"ERR2510344",NA,NA
"ERR2510634",NA,NA
"ERR2510328",NA,NA
"ERR2510399",NA,NA
"ERR2510281",NA,NA
"ERR2510414",NA,NA
"ERR2510699",NA,NA
"ERR2510861",NA,NA
"ERR2510473",NA,NA
"ERR2510583",NA,NA
"ERR2510400",NA,NA
"ERR2510559",NA,NA
"ERR2510605",NA,NA
"ERR2510461",NA,NA
"ERR2510589",NA,NA
"ERR2510479",NA,NA
"ERR2510436",NA,NA
"ERR2510353",NA,NA
"ERR2510565",NA,NA
"ERR2510471",NA,NA
"ERR2510604",NA,NA
"ERR2510330",NA,NA
"ERR2510477",NA,NA
"ERR2510262",NA,NA
"ERR2510879",NA,NA
"ERR2510310",NA,NA
"ERR2510286",NA,NA
"ERR2510287",NA,NA
"ERR2510557",NA,NA
"ERR2510548",NA,NA
"ERR2510499",NA,NA
"ERR2510455",NA,NA
"ERR2510472",NA,NA
"ERR2510469",NA,NA
"ERR2510250",NA,NA
"ERR2510506",NA,NA
"ERR2510249",NA,NA
"ERR2510419",NA,NA
"ERR2510529",NA,NA
"ERR2510395",NA,NA
"ERR2510625",NA,NA
"ERR2510412",NA,NA
"ERR2510393",NA,NA
"ERR2510538",NA,NA
"ERR2510403",NA,NA
"ERR2510387",NA,NA
"ERR2510494",NA,NA
"ERR2510380",NA,NA
"ERR2510247",NA,NA
"ERR2510534",NA,NA
"ERR2510450",NA,NA
"ERR2510397",NA,NA
"ERR2510873",NA,NA
"ERR2510612",NA,NA
"ERR2510337",NA,NA
"ERR2510627",NA,NA
"ERR2510255",NA,NA
"ERR2510257",NA,NA
"ERR2510406",NA,NA
"ERR2510357",NA,NA
"ERR2510492",NA,NA
"ERR2510301",NA,NA
"ERR2510386",NA,NA
"ERR2510641",NA,NA
"ERR2510369",NA,NA
"ERR2510317",NA,NA
"ERR2510552",NA,NA
"ERR2510308",NA,NA
"ERR2510636",NA,NA
"ERR2510398",NA,NA
"ERR2510341",NA,NA
"ERR2510384",NA,NA
"ERR2510445",NA,NA
"ERR2510340",NA,NA
"ERR2510290",NA,NA
"ERR2510364",NA,NA
"ERR2510594",NA,NA
"ERR2510481",NA,NA
"ERR2510561",NA,NA
"ERR2510574",NA,NA
"ERR2510265",NA,NA
"ERR2510622",NA,NA
"ERR2510275",NA,NA
"ERR2510313",NA,NA
"ERR2510603",NA,NA
"ERR2510577",NA,NA
"ERR2510613",NA,NA
"ERR2510512",NA,NA
"ERR2510523",NA,NA
"ERR2510273",NA,NA
"ERR2510277",NA,NA
"ERR2510383",NA,NA
"ERR2510590",NA,NA
"ERR2510389",NA,NA
"ERR2510244",NA,NA
"ERR2510306",NA,NA
"ERR2510580",NA,NA
"ERR2510413",NA,NA
"ERR2510507",NA,NA
"ERR2510352",NA,NA
"ERR2510427",NA,NA
"ERR2510635",NA,NA
"ERR2510480",NA,NA
"ERR2510513",NA,NA
"ERR2510367",NA,NA
"ERR2510332",NA,NA
"ERR2510646",NA,NA
"ERR2510596",NA,NA
"ERR2510615",NA,NA
"ERR2510316",NA,NA
"ERR2510269",NA,NA
"ERR2510366",NA,NA
"ERR2510350",NA,NA
"ERR2510331",NA,NA
"ERR2510468",NA,NA
"ERR2510323",NA,NA
"ERR2510289",NA,NA
"ERR2510457",NA,NA
"ERR2510318",NA,NA
"ERR2510423",NA,NA
"ERR2510300",NA,NA
"ERR2510460",NA,NA
"ERR2510408",NA,NA
"ERR2510482",NA,NA
"ERR2510470",NA,NA
"ERR2510416",NA,NA
"ERR2510336",NA,NA
"ERR2510588",NA,NA
"ERR2510373",NA,NA
"ERR2510495",NA,NA
"ERR2510283",NA,NA
"ERR2510278",NA,NA
"ERR2510434",NA,NA
"ERR2510584",NA,NA
"ERR2510243",NA,NA
"ERR2510440",NA,NA
"ERR2510293",NA,NA
"ERR2510522",NA,NA
"ERR2510553",NA,NA
"ERR2510501",NA,NA
"ERR2510462",NA,NA
"ERR2510437",NA,NA
"ERR2510396",NA,NA
"ERR2510519",NA,NA
"ERR2510502",NA,NA
"ERR2510487",NA,NA
"ERR2510314",NA,NA
"ERR2510537",NA,NA
"ERR2510447",NA,NA
"ERR2510567",NA,NA
"ERR2510700",NA,NA
"ERR2510267",NA,NA
"ERR2510348",NA,NA
"ERR2510320",NA,NA
"ERR2510525",NA,NA
"ERR2510493",NA,NA
"ERR2510476",NA,NA
"ERR2510616",NA,NA
"ERR2510407",NA,NA
"ERR2510614",NA,NA
"ERR2510521",NA,NA
"ERR2510520",NA,NA
"ERR2510883",NA,NA
"ERR2510358",NA,NA
"ERR2510259",NA,NA
"ERR2510359",NA,NA
"ERR2510697",NA,NA
"ERR2510631",NA,NA
"ERR2510409",NA,NA
"ERR2510325",NA,NA
"ERR2510295",NA,NA
"ERR2510497",NA,NA
"ERR2510404",NA,NA
"ERR2510602",NA,NA
"ERR2510371",NA,NA
"ERR2510441",NA,NA
"ERR2510608",NA,NA
"ERR2510266",NA,NA
"ERR2510303",NA,NA
"ERR2510246",NA,NA
"ERR2510354",NA,NA
"ERR2510484",NA,NA
"ERR2510274",NA,NA
"ERR2510467",NA,NA
"ERR2510575",NA,NA
"ERR2510418",NA,NA
"ERR2510611",NA,NA
"ERR2510382",NA,NA
"ERR2510375",NA,NA
"ERR2510424",NA,NA
"ERR2510870",NA,NA
"ERR2510270",NA,NA
"ERR2510568",NA,NA
"ERR2510430",NA,NA
"ERR2510486",NA,NA
"ERR2510554",NA,NA
"ERR2510637",NA,NA
"ERR2510376",NA,NA
"ERR2510363",NA,NA
"ERR2510475",NA,NA
"ERR2510626",NA,NA
"ERR2510505",NA,NA
"ERR2510439",NA,NA
"ERR2510311",NA,NA
"ERR2510377",NA,NA
"ERR2510252",NA,NA
"ERR2510454",NA,NA
"ERR2510542",NA,NA
"ERR2510253",NA,NA
"ERR2510415",NA,NA
"ERR2510860",NA,NA
"ERR2510633",NA,NA
"ERR2510381",NA,NA
"ERR2510422",NA,NA
"ERR2510543",NA,NA
"ERR2510333",NA,NA
"ERR2510327",NA,NA
"ERR2510280",NA,NA
"ERR2510508",NA,NA
"ERR2510410",NA,NA
"ERR2510547",NA,NA
"ERR2510570",NA,NA
"ERR2510338",NA,NA
"ERR2510569",NA,NA
"ERR2510698",NA,NA
"ERR2510649",NA,NA
"ERR2510392",NA,NA
"ERR2510515",NA,NA
"ERR2510582",NA,NA
"ERR2510374",NA,NA
"ERR2510444",NA,NA
"ERR2510478",NA,NA
"ERR2510451",NA,NA
"ERR2510446",NA,NA
"ERR2510517",NA,NA
"ERR2510606",NA,NA
"ERR2510309",NA,NA
"ERR2510643",NA,NA
"ERR2510544",NA,NA
"ERR2510518",NA,NA
"ERR2510315",NA,NA
"ERR2510335",NA,NA
"ERR2510362",NA,NA
"ERR2510640",NA,NA
"ERR2510425",NA,NA
"ERR2510541",NA,NA
"ERR2510305",NA,NA
"ERR2510489",NA,NA
"ERR2510539",NA,NA
"ERR2510579",NA,NA
"ERR2510516",NA,NA
"ERR2510503",NA,NA
"ERR2510438",NA,NA
"ERR2510466",NA,NA
"ERR2510284",NA,NA
"ERR2510411",NA,NA
"ERR2510302",NA,NA
"ERR2510511",NA,NA
"ERR2510291",NA,NA
"ERR2510368",NA,NA
"ERR2510394",NA,NA
"ERR2510591",NA,NA
"ERR2510298",NA,NA
"ERR2510621",NA,NA
"ERR2510500",NA,NA
"ERR2510339",NA,NA
"ERR2510652",NA,NA
"ERR2510258",NA,NA
"ERR2510550",NA,NA
"ERR2510562",NA,NA
"ERR2510556",NA,NA
"ERR2510433",NA,NA
"ERR2510417",NA,NA
"ERR2510401",NA,NA
"ERR2510420",NA,NA
"ERR2510533",NA,NA
"ERR2510426",NA,NA
"ERR2510351",NA,NA
"ERR2510490",NA,NA
"ERR2510496",NA,NA
"ERR2510379",NA,NA
"ERR2510372",NA,NA
"ERR2510618",NA,NA
"ERR2510536",NA,NA
"ERR2510620",NA,NA
"ERR2510334",NA,NA
"ERR2510617",NA,NA
"ERR2510347",NA,NA
"ERR2510365",NA,NA
"ERR2510312",NA,NA
"ERR2510531",NA,NA
"ERR2510449",NA,NA
"ERR2510245",NA,NA
"ERR2510504",NA,NA
"ERR2510645",NA,NA
"ERR2510560",NA,NA
"ERR2510551",NA,NA
"ERR2510324",NA,NA
"ERR2510595",NA,NA
"ERR2510356",NA,NA
"ERR2510465",NA,NA
"ERR2510491",NA,NA
"ERR2510361",NA,NA
"ERR2510349",NA,NA
"ERR2510261",NA,NA
"ERR2510297",NA,NA
"ERR2510260",NA,NA
"ERR2510609",NA,NA
"ERR2510509",NA,NA
"ERR2510355",NA,NA
"ERR2510282",NA,NA
"ERR2510623",NA,NA
"ERR2510321",NA,NA
"ERR2510456",NA,NA
"ERR2510272",NA,NA
"ERR2510629",NA,NA
"ERR2510607",NA,NA
"ERR2510264",NA,NA
"ERR2510488",NA,NA
"ERR2510432",NA,NA
"ERR2510128",NA,NA
"ERR2510129",NA,NA
"ERR2510130",NA,NA
"ERR2510131",NA,NA
"ERR2510132",NA,NA
"ERR2510133",NA,NA
"ERR2510134",NA,NA
"ERR2510135",NA,NA
"ERR2510136",NA,NA
"ERR2510137",NA,NA
"ERR2510138",NA,NA
"ERR2510139",NA,NA
"ERR2510140",NA,NA
"ERR2510141",NA,NA
"ERR2510142",NA,NA
"ERR2510143",NA,NA
"ERR2510144",NA,NA
"ERR2510145",NA,NA
"ERR2510146",NA,NA
"ERR2510147",NA,NA
"ERR2510148",NA,NA
"ERR2510149",NA,NA
"ERR2510150",NA,NA
"ERR2510151",NA,NA
"ERR2510152",NA,NA
"ERR2510153",NA,NA
"ERR2510154",NA,NA
"ERR2510155",NA,NA
"ERR2510156",NA,NA
"ERR2510157",NA,NA
"ERR2510158",NA,NA
"ERR2510159",NA,NA
"ERR2510160",NA,NA
"ERR2510161",NA,NA
"ERR2510162",NA,NA
"ERR2510163",NA,NA
"ERR2510164",NA,NA
"ERR2510165",NA,NA
"ERR2510166",NA,NA
"ERR2510167",NA,NA
"ERR2510168",NA,NA
"ERR2510169",NA,NA
"ERR2510170",NA,NA
"ERR2510171",NA,NA
"ERR2510172",NA,NA
"ERR2510173",NA,NA
"ERR2510174",NA,NA
"ERR2510175",NA,NA
"ERR2510176",NA,NA
"ERR2510177",NA,NA
"ERR2510178",NA,NA
"ERR2510179",NA,NA
"ERR2510180",NA,NA
"ERR2510181",NA,NA
"ERR2510182",NA,NA
"ERR2510183",NA,NA
"ERR2510184",NA,NA
"ERR2510185",NA,NA
"ERR2510186",NA,NA
"ERR2510187",NA,NA
"ERR2510188",NA,NA
"ERR2510189",NA,NA
"ERR2510190",NA,NA
"ERR2510191",NA,NA
"ERR2510192",NA,NA
"ERR2510193",NA,NA
"ERR2510194",NA,NA
"ERR2510195",NA,NA
"ERR2510196",NA,NA
"ERR2510197",NA,NA
"ERR2510198",NA,NA
"ERR2510199",NA,NA
"ERR2510200",NA,NA
"ERR2510201",NA,NA
"ERR2510202",NA,NA
"ERR2510203",NA,NA
"ERR2510204",NA,NA
"ERR2510205",NA,NA
"ERR2510206",NA,NA
"ERR2510207",NA,NA
"ERR2510208",NA,NA
"ERR2510209",NA,NA
"ERR2510210",NA,NA
"ERR2510211",NA,NA
"ERR2510212",NA,NA
"ERR2510213",NA,NA
"ERR2510214",NA,NA
"ERR2510215",NA,NA
"ERR2510216",NA,NA
"ERR2510217",NA,NA
"ERR2510218",NA,NA
"ERR2510219",NA,NA
"ERR2510220",NA,NA
"ERR2510221",NA,NA
"ERR2510222",NA,NA
"ERR2510223",NA,NA
"ERR2510224",NA,NA
"ERR2510225",NA,NA
"ERR2510226",NA,NA
"ERR2510227",NA,NA
"ERR2510228",NA,NA
"ERR2510229",NA,NA
"ERR2510230",NA,NA
"ERR2510231",NA,NA
"ERR2510232",NA,NA
"ERR2510233",NA,NA
"ERR2510234",NA,NA
"ERR2510235",NA,NA
"ERR2510236",NA,NA
"ERR2510237",NA,NA
"ERR2510238",NA,NA
"ERR2510239",NA,NA
"ERR2510240",NA,NA
"ERR2510241",NA,NA
"ERR2510242",NA,NA
"ERR2041785",NA,NA
"ERR2041771",NA,NA
"ERR2200148",NA,NA
"ERR2041688",NA,NA
"ERR2041773",NA,NA
"ERR2041780",NA,NA
"ERR2041696",NA,NA
"ERR2041734",NA,NA
"ERR2041709",NA,NA
"ERR2041786",NA,NA
"ERR2041746",NA,NA
"ERR2041727",NA,NA
"ERR2041788",NA,NA
"ERR2041753",NA,NA
"ERR2041783",NA,NA
"ERR2041782",NA,NA
"ERR2041758",NA,NA
"ERR2041744",NA,NA
"ERR2041742",NA,NA
"ERR2041794",NA,NA
"ERR2041683",NA,NA
"ERR2041721",NA,NA
"ERR2041760",NA,NA
"ERR2041767",NA,NA
"ERR2041689",NA,NA
"ERR2041770",NA,NA
"ERR2041756",NA,NA
"ERR2041804",NA,NA
"ERR2041764",NA,NA
"ERR2041752",NA,NA
"ERR2041723",NA,NA
"ERR2041805",NA,NA
"ERR2041761",NA,NA
"ERR2041803",NA,NA
"ERR2200092",NA,NA
"ERR2041684",NA,NA
"ERR2041732",NA,NA
"ERR2041733",NA,NA
"ERR2041766",NA,NA
"ERR2041777",NA,NA
"ERR2041775",NA,NA
"ERR2041718",NA,NA
"ERR2041736",NA,NA
"ERR2041762",NA,NA
"ERR2041685",NA,NA
"ERR2041776",NA,NA
"ERR2041757",NA,NA
"ERR2041795",NA,NA
"ERR2041730",NA,NA
"ERR2041747",NA,NA
"ERR2041719",NA,NA
"ERR2041774",NA,NA
"ERR2041739",NA,NA
"ERR2041789",NA,NA
"ERR2041729",NA,NA
"ERR2041749",NA,NA
"ERR2041765",NA,NA
"ERR2041745",NA,NA
"ERR2041735",NA,NA
"ERR2199914",NA,NA
"ERR2041769",NA,NA
"ERR2041731",NA,NA
"ERR2041768",NA,NA
"ERR2041750",NA,NA
"ERR2041772",NA,NA
"ERR2041759",NA,NA
"ERR2041751",NA,NA
"ERR2041787",NA,NA
"ERR2041712",NA,NA
"ERR2041717",NA,NA
"ERR2200070",NA,NA
"ERR2041720",NA,NA
"ERR2041781",NA,NA
"ERR2041796",NA,NA
"ERR2041682",NA,NA
"ERR2200093",NA,NA
"ERR2041722",NA,NA
"ERR2041698",NA,NA
"ERR2041754",NA,NA
"ERR2041784",NA,NA
"ERR2041763",NA,NA
"ERR2041743",NA,NA
"ERR2041748",NA,NA
"ERR2041724",NA,NA
"ERR2041728",NA,NA
"ERR2041755",NA,NA
"ERR2515105",NA,NA
"ERR2515106",NA,NA
"ERR2515107",NA,NA
