"id","isoniazid"
"ERR2516390",1
"ERR2516391",1
"ERR2516392",1
"ERR2516393",0
"ERR2516394",0
"ERR2516395",0
"ERR2516396",1
"ERR2516397",1
"ERR2516398",0
"ERR2516399",1
"ERR2199821",1
"ERR2199781",0
"ERR2199746",0
"ERR2200140",0
"ERR2199963",0
"ERR2200012",0
"ERR2199915",0
"ERR2199849",0
"ERR2199912",0
"ERR2199783",0
"ERR2199822",0
"ERR2199797",0
"ERR2199743",0
"ERR2199779",1
"ERR2200106",0
"ERR2199817",0
"ERR2200141",0
"ERR2200081",0
"ERR2200089",0
"ERR2199893",1
"ERR2199904",0
"ERR2199846",0
"ERR2199887",0
"ERR2199962",0
"ERR2199798",0
"ERR2200036",0
"ERR2200124",0
"ERR553293",0
"ERR2200132",0
"ERR2199847",0
"ERR2199964",0
"ERR1768629",1
"ERR2199773",0
"ERR2199905",0
"ERR2200123",0
"ERR2200116",0
"ERR2199917",0
"ERR2200109",0
"ERR2199871",0
"ERR2200127",0
"ERR2199865",0
"ERR2200029",0
"ERR2199859",1
"ERR2200144",0
"ERR2199948",0
"ERR2200062",0
"ERR2199801",0
"ERR2200082",0
"ERR2200102",0
"ERR2199800",0
"ERR2199841",1
"ERR2200111",0
"ERR2200050",0
"ERR2199903",0
"ERR2200042",0
"ERR2200149",0
"ERR2200145",0
"ERR2199782",1
"ERR2200112",0
"ERR2200073",0
"ERR2199812",0
"ERR2199918",0
"ERR2199819",0
"ERR2199874",0
"ERR2199864",0
"ERR2199838",0
"ERR2199906",0
"ERR2199974",0
"ERR2199987",0
"ERR2199891",0
"ERR2199776",0
"ERR2199745",0
"ERR2199868",0
"ERR2199978",0
"ERR2199769",0
"ERR2200063",0
"ERR2199888",0
"ERR550998",0
"ERR553278",0
"ERR2199965",0
"ERR2199967",0
"ERR2199840",0
"ERR2200054",0
"ERR2200028",0
"ERR2200041",0
"ERR2199892",0
"ERR2199861",0
"ERR2199804",1
"ERR2199780",0
"ERR2199884",0
"ERR2200108",0
"ERR2199796",0
"ERR2199896",0
"ERR498356",0
"ERR2199898",0
"ERR2199785",0
"ERR2200120",0
"ERR550701",0
"ERR2199820",0
"ERR2199788",0
"ERR2199831",0
"ERR2200100",0
"ERR2200110",0
"ERR2199832",0
"ERR2199829",0
"ERR2199806",0
"ERR2199890",0
"ERR2200059",0
"ERR2199850",0
"ERR2199839",0
"ERR2199851",0
"ERR2199895",0
"ERR2200113",0
"ERR2199879",0
"ERR2200090",0
"ERR2199958",0
"ERR2200085",0
"ERR2199857",0
"ERR2199966",0
"ERR2199833",0
"ERR2199830",0
"ERR2199860",0
"ERR2200101",0
"ERR2199794",0
"ERR2199786",1
"ERR1768638",1
"ERR2199986",0
"ERR2199916",0
"ERR2199875",0
"ERR2199913",0
"ERR2199835",0
"ERR2199770",0
"ERR2200130",0
"ERR2200121",0
"ERR2199909",0
"ERR2199852",0
"ERR2199784",0
"ERR2199795",1
"ERR2200055",0
"ERR2199957",0
"ERR2199823",0
"ERR2200016",0
"ERR2200131",0
"ERR2200072",0
"ERR2199754",0
"ERR2199983",0
"ERR2199878",0
"ERR2200003",0
"ERR2199816",0
"ERR2199961",0
"ERR2199772",0
"ERR2199858",0
"ERR2200091",0
"ERR2199809",0
"ERR2199792",0
"ERR2199799",1
"ERR2199848",0
"ERR2200133",0
"ERR2200107",0
"ERR2199789",0
"ERR2200053",0
"ERR2200097",0
"ERR2200114",0
"ERR2199889",0
"ERR2199744",0
"ERR2199828",0
"ERR2199742",0
"ERR2200057",0
"ERR2200125",0
"ERR2199808",0
"ERR2200126",0
"ERR2199919",0
"ERR2199818",1
"ERR2200134",0
"ERR2199897",1
"ERR2199894",0
"ERR2200071",1
"ERR2199980",0
"ERR2199810",0
"ERR2199777",0
"ERR2200056",0
"ERR2516400",1
"ERR2516401",1
"ERR2516402",1
"ERR2516403",1
"ERR2516404",1
"ERR2516405",1
"ERR2516406",1
"ERR2516407",1
"ERR2516408",1
"ERR2516409",1
"ERR2516410",1
"ERR2516411",1
"ERR2516412",1
"ERR2516413",1
"ERR2516414",1
"ERR2516415",1
"ERR2516416",1
"ERR2516417",1
"ERR2516418",1
"ERR2516419",1
"ERR2516420",0
"ERR2516421",1
"ERR2516422",1
"ERR2516423",1
"ERR2516424",1
"ERR2516425",1
"ERR2516426",1
"ERR2516427",1
"ERR2516428",0
"ERR2516429",1
"ERR2516430",1
"ERR2516431",1
"ERR2516432",1
"ERR2516433",0
"ERR2516434",1
"ERR2516435",1
"ERR2516436",0
"ERR2516437",1
"ERR2516438",1
"ERR2516439",1
"ERR2516440",1
"ERR2516441",1
"ERR2516442",1
"ERR2516443",1
"ERR2516444",1
"ERR2516445",1
"ERR2516446",0
"ERR2516447",1
"ERR2516448",1
"ERR2516449",1
"ERR2516450",0
"ERR2516451",1
"ERR2516452",1
"ERR2516453",1
"ERR2516454",1
"ERR2516455",1
"ERR2516456",0
"ERR2516457",1
"ERR2516458",1
"ERR2516459",1
"ERR2516460",1
"ERR2516461",1
"ERR2516462",1
"ERR2516463",1
"ERR2516464",1
"ERR2516465",1
"ERR2516466",1
"ERR2516467",1
"ERR2516468",1
"ERR2516469",0
"ERR2516470",1
"ERR2516471",1
"ERR2516472",1
"ERR2516473",1
"ERR2516474",1
"ERR2516475",1
"ERR2516476",1
"ERR2516477",1
"ERR2516478",1
"ERR2516479",1
"ERR2516480",1
"ERR2516481",0
"ERR2516482",1
"ERR2516483",1
"ERR2516484",1
"ERR2516485",1
"ERR2516486",1
"ERR2516487",0
"ERR2516488",1
"ERR2516489",1
"ERR2516490",1
"ERR2516491",1
"ERR2516492",1
"ERR2516493",1
"ERR2516494",1
"ERR2516495",1
"ERR2516496",1
"ERR2516497",1
"ERR2516498",1
"ERR2516499",1
"ERR2516500",1
"ERR2516501",1
"ERR2516502",1
"ERR2516503",1
"ERR2516504",1
"ERR2516505",1
"ERR2516506",1
"ERR2516507",0
"ERR2516508",1
"ERR2516509",1
"ERR2516510",1
"ERR2516511",1
"ERR2516512",0
"ERR2516513",1
"ERR2516514",1
"ERR2516515",0
"ERR2516516",1
"ERR2516517",1
"ERR2516518",0
"ERR2516519",1
"ERR2516520",0
"ERR2516521",1
"ERR2516522",1
"ERR2516523",1
"ERR2516524",1
"ERR2516525",1
"ERR2516526",1
"ERR2516527",1
"ERR2516528",1
"ERR2516529",1
"ERR2516530",0
"ERR2516531",1
"ERR2516532",1
"ERR2516533",1
"ERR2516534",1
"ERR2516535",1
"ERR2516536",1
"ERR2516537",1
"ERR2516538",1
"ERR2516539",1
"ERR2516540",1
"ERR2516541",1
"ERR2516542",1
"ERR2516543",1
"ERR2516544",1
"ERR2516545",1
"ERR2516546",1
"ERR2516547",1
"ERR2516548",1
"ERR2516549",1
"ERR2516550",1
"ERR2516551",1
"ERR2516552",1
"ERR2516553",1
"ERR2516554",1
"ERR2516555",1
"ERR2516556",1
"ERR2516557",1
"ERR2516558",1
"ERR2516559",1
"ERR2516560",1
"ERR2516561",1
"ERR2516562",1
"ERR2516563",1
"ERR2516564",1
"ERR2516565",0
"ERR2516566",1
"ERR2516567",1
"ERR2516568",1
"ERR2516569",1
"ERR2516570",1
"ERR2516571",1
"ERR2516572",1
"ERR2516573",1
"ERR2516574",1
"ERR2516575",1
"ERR2516576",1
"ERR2516577",1
"ERR2516578",1
"ERR2516579",1
"ERR2516580",1
"ERR2516581",0
"ERR2516582",1
"ERR2516583",1
"ERR2516584",1
"ERR2516585",0
"ERR2516586",1
"ERR2516587",0
"ERR2516588",1
"ERR2516589",1
"ERR2516590",1
"ERR2516591",1
"ERR2516592",0
"ERR2516593",1
"ERR2516594",1
"ERR2516595",1
"ERR2516596",1
"ERR2516597",1
"ERR2516598",1
"ERR2516599",1
"ERR2516600",0
"ERR2516601",1
"ERR2516602",1
"ERR2516603",1
"ERR2516604",1
"ERR2516605",1
"ERR2516606",1
"ERR2516607",1
"ERR2516608",1
"ERR2516609",1
"ERR2516610",1
"ERR2516611",0
"ERR2516612",0
"ERR2516613",1
"ERR2516614",1
"ERR2516615",1
"ERR2516616",1
"ERR2516617",1
"ERR2516618",1
"ERR2516619",1
"ERR2516620",0
"ERR2516621",1
"ERR2516622",1
"ERR2516623",1
"ERR2516624",1
"ERR2516625",1
"ERR2516626",1
"ERR2516627",1
"ERR2516628",1
"ERR2516629",1
"ERR2516630",1
"ERR2516631",1
"ERR2516632",1
"ERR2516633",1
"ERR2516634",1
"ERR2516635",0
"ERR2516636",1
"ERR2516637",0
"ERR2516638",1
"ERR2516639",0
"ERR2516640",1
"ERR2516641",1
"ERR2516642",1
"ERR2516643",1
"ERR2516644",1
"ERR2516645",1
"ERR2516646",1
"ERR2516647",1
"ERR2516648",1
"ERR2516649",1
"ERR2516650",1
"ERR2516651",1
"ERR2516652",1
"ERR2516653",1
"ERR2516654",1
"ERR2516655",1
"ERR2516656",1
"ERR2516657",1
"ERR2516658",1
"ERR2516659",1
"ERR2516660",1
"ERR2516661",1
"ERR2516662",1
"ERR2516663",1
"ERR2516664",1
"ERR2516665",1
"ERR2516666",1
"ERR2516667",1
"ERR2516668",1
"ERR2516669",1
"ERR2516670",1
"ERR2516671",1
"ERR2516672",1
"ERR2516673",1
"ERR2516674",1
"ERR2516675",1
"ERR2516676",1
"ERR2516677",0
"ERR2516678",1
"ERR2516679",1
"ERR2516680",1
"ERR2516681",0
"ERR2516682",1
"ERR2516683",0
"ERR2516684",1
"ERR2516685",1
"ERR2516686",1
"ERR2516687",1
"ERR2516688",0
"ERR2516689",1
"ERR2516690",1
"ERR2516691",0
"ERR2516692",1
"ERR2516693",1
"ERR2516694",1
"ERR2516695",1
"ERR2516696",1
"ERR2516697",1
"ERR2516698",1
"ERR2516699",1
"ERR2516700",1
"ERR2516701",0
"ERR2516702",1
"ERR2516703",1
"ERR2516704",1
"ERR2516705",1
"ERR2516706",1
"ERR2516707",0
"ERR2516708",1
"ERR2516709",1
"ERR2516710",1
"ERR2516711",1
"ERR2516712",1
"ERR2516713",1
"ERR2516714",1
"ERR2516715",1
"ERR2516716",1
"ERR2516717",1
"ERR2516718",1
"ERR2516719",1
"ERR2516720",1
"ERR2516721",1
"ERR2516722",1
"ERR2516723",1
"ERR2516724",1
"ERR2516725",0
"ERR2516726",1
"ERR2516727",1
"ERR2516728",1
"ERR2516729",1
"ERR2516730",1
"ERR2516731",1
"ERR2516732",1
"ERR2516733",1
"ERR2516734",1
"ERR2516735",1
"ERR2516736",1
"ERR2516737",0
"ERR2516738",1
"ERR2510880",1
"ERR2510858",1
"ERR2510878",1
"ERR2510725",1
"ERR2510459",1
"ERR2510869",1
"ERR2510254",1
"ERR2510657",1
"ERR2510713",1
"ERR2510668",1
"ERR2510678",1
"ERR2510874",1
"ERR2510692",1
"ERR2510666",1
"ERR2510677",1
"ERR2510843",1
"ERR2510683",1
"ERR2510727",1
"ERR2510732",1
"ERR2510847",1
"ERR2510662",1
"ERR2510715",1
"ERR2510329",1
"ERR2510726",1
"ERR2510864",1
"ERR2510850",1
"ERR2510659",1
"ERR2510723",1
"ERR2510674",1
"ERR2510735",1
"ERR2510660",1
"ERR2510708",1
"ERR2510710",1
"ERR2510729",1
"ERR2510866",1
"ERR2510867",1
"ERR2510689",1
"ERR2510672",1
"ERR2510687",1
"ERR2510703",1
"ERR2510851",1
"ERR2510838",1
"ERR2510360",1
"ERR2510663",1
"ERR2510718",1
"ERR2510834",1
"ERR2510655",1
"ERR2510691",1
"ERR2510675",1
"ERR2510728",1
"ERR2510730",1
"ERR2510724",1
"ERR2510681",1
"ERR2510711",1
"ERR2510665",1
"ERR2510842",1
"ERR2510855",1
"ERR2510716",1
"ERR2510854",1
"ERR2510706",1
"ERR2510656",1
"ERR2510702",1
"ERR2510712",1
"ERR2510863",1
"ERR2510824",1
"ERR2510673",1
"ERR2510714",1
"ERR2510827",1
"ERR2510846",1
"ERR2510881",1
"ERR2510510",1
"ERR2510664",1
"ERR2510840",1
"ERR2510704",1
"ERR2510709",1
"ERR2510688",1
"ERR2510654",1
"ERR2510832",1
"ERR2510882",1
"ERR2510872",1
"ERR2510852",1
"ERR2510853",1
"ERR2510877",1
"ERR2510667",NA
"ERR2510676",1
"ERR2510823",1
"ERR2510679",1
"ERR2510693",1
"ERR2510658",1
"ERR2510705",1
"ERR2510690",1
"ERR2510682",1
"ERR2510671",1
"ERR2510845",1
"ERR2510686",1
"ERR2510721",1
"ERR2510856",1
"ERR2510695",1
"ERR2510839",1
"ERR2510849",1
"ERR2510859",1
"ERR2510731",1
"ERR2510720",1
"ERR2510848",1
"ERR2510680",1
"ERR2510862",1
"ERR2510734",1
"ERR2510279",1
"ERR2510685",1
"ERR2510868",1
"ERR2510875",1
"ERR2510833",1
"ERR2510684",1
"ERR2510719",1
"ERR2510653",1
"ERR2510701",1
"ERR2510696",1
"ERR2510876",1
"ERR2510733",1
"ERR2510841",1
"ERR2510865",1
"ERR2510670",1
"ERR2510707",1
"ERR2510717",1
"ERR2510826",1
"ERR2510669",1
"ERR2510722",1
"ERR2510857",1
"ERR2510844",1
"ERR2510694",1
"ERR2510661",1
"ERR2510778",0
"ERR2510750",0
"ERR2510781",0
"ERR2510812",0
"ERR2510768",0
"ERR2510821",0
"ERR2510831",0
"ERR2510798",1
"ERR2510811",0
"ERR2510810",0
"ERR2510780",0
"ERR2510755",0
"ERR2510759",0
"ERR2510817",1
"ERR2510747",0
"ERR2510828",0
"ERR2510830",0
"ERR2510835",0
"ERR2510808",0
"ERR2510782",0
"ERR2510756",0
"ERR2510760",0
"ERR2510754",0
"ERR2510822",0
"ERR2510825",1
"ERR2510820",0
"ERR2510795",0
"ERR2510784",0
"ERR2510736",0
"ERR2510797",0
"ERR2510809",0
"ERR2510786",0
"ERR2510766",0
"ERR2510752",0
"ERR2510774",0
"ERR2510758",0
"ERR2510804",0
"ERR2510802",0
"ERR2510745",0
"ERR2510775",0
"ERR2510772",0
"ERR2510787",0
"ERR2510815",1
"ERR2510762",0
"ERR2510764",1
"ERR2510789",0
"ERR2510779",0
"ERR2510792",0
"ERR2510742",0
"ERR2510799",0
"ERR2510765",1
"ERR2510769",0
"ERR2510819",0
"ERR2510813",0
"ERR2510770",0
"ERR2510738",0
"ERR2510788",0
"ERR2510836",0
"ERR2510763",1
"ERR2510783",0
"ERR2510740",0
"ERR2510814",0
"ERR2510767",0
"ERR2510805",0
"ERR2510800",0
"ERR2510741",0
"ERR2510757",1
"ERR2510807",0
"ERR2510777",0
"ERR2510801",0
"ERR2510739",0
"ERR2510773",0
"ERR2510816",0
"ERR2510737",0
"ERR2510748",0
"ERR2510803",0
"ERR2510791",0
"ERR2510744",0
"ERR2510749",0
"ERR2510829",0
"ERR2510776",1
"ERR2510796",1
"ERR2510761",0
"ERR2510771",0
"ERR2510746",0
"ERR2510794",0
"ERR2510751",0
"ERR2510793",1
"ERR2510818",0
"ERR2510753",0
"ERR2510785",0
"ERR2510837",0
"ERR2510743",0
"ERR2510790",0
"ERR2510806",0
"SRR3675225",0
"SRR3675238",0
"SRR3675239",0
"SRR3675242",0
"SRR3675244",0
"SRR3675250",0
"SRR3675252",0
"SRR3675255",0
"SRR3675261",0
"SRR3675273",0
"SRR3675274",0
"SRR3675277",0
"SRR3675286",0
"SRR3675314",0
"SRR3675336",0
"SRR3675391",0
"SRR3675439",0
"SRR3675458",0
"SRR3675466",0
"SRR3675469",0
"SRR3675489",0
"SRR3675530",0
"SRR3675531",0
"SRR3675532",0
"SRR3675533",0
"SRR3675538",0
"SRR3675573",0
"SRR3675590",0
"ERR2516740",1
"ERR2516741",0
"ERR2516742",1
"ERR2516743",1
"ERR2516744",1
"ERR2516745",1
"ERR2516746",1
"ERR2516747",1
"ERR2516748",1
"ERR2516749",1
"ERR2516750",1
"ERR2516751",1
"ERR2516752",1
"ERR2516753",1
"ERR2516754",1
"ERR2516755",1
"ERR2516756",1
"ERR2516757",1
"ERR2516758",1
"ERR2516759",1
"ERR2516760",1
"ERR2516761",1
"ERR2516762",0
"ERR2516763",1
"ERR2516764",1
"ERR2516765",1
"ERR2516766",1
"ERR2516767",1
"ERR2516768",1
"ERR2516769",1
"ERR2516770",1
"ERR2516771",1
"ERR2516772",1
"ERR2516773",1
"ERR2516774",1
"ERR2516775",1
"ERR2516776",1
"ERR2516777",1
"ERR2516778",1
"ERR2516779",1
"ERR2516780",1
"ERR2516781",1
"ERR2516782",1
"ERR2516783",1
"ERR2516784",1
"ERR2516785",NA
"ERR2516786",1
"ERR2516787",1
"ERR2516788",1
"ERR2516789",1
"ERR2516790",1
"ERR2516791",1
"ERR2516792",1
"ERR2516793",1
"ERR2516794",1
"ERR2516795",1
"ERR2516796",0
"ERR2516797",1
"ERR2516798",1
"ERR2516799",1
"ERR2516800",1
"ERR2516801",1
"ERR2516802",1
"ERR2516803",1
"ERR2516804",1
"ERR2516805",1
"ERR2516806",1
"ERR2516807",1
"ERR2516808",1
"ERR2516809",1
"ERR2516810",1
"ERR2516811",1
"ERR2516812",1
"ERR2516813",1
"ERR2516814",1
"ERR2516815",1
"ERR2516816",NA
"ERR2516817",1
"ERR2516818",1
"ERR2516819",1
"ERR2516820",1
"ERR2516821",1
"ERR2516822",1
"ERR2516823",1
"ERR2516824",1
"ERR2516825",1
"ERR2516826",1
"ERR2516827",1
"ERR2516828",NA
"ERR2516829",1
"ERR2516830",0
"ERR2516831",1
"ERR2516832",1
"ERR2516833",1
"ERR2516834",1
"ERR2516835",1
"ERR2516836",1
"ERR2516837",1
"ERR2516838",1
"ERR2516839",1
"ERR2516840",1
"ERR2516841",1
"ERR2516842",1
"ERR2516843",1
"ERR2516844",1
"ERR2516845",1
"ERR2516846",1
"ERR2516847",1
"ERR2516848",1
"ERR2516849",1
"ERR2516850",1
"ERR2516851",1
"ERR2516852",1
"ERR2516853",1
"ERR2516854",1
"ERR2516855",1
"ERR2516856",1
"ERR2516857",1
"ERR2516858",1
"ERR2516859",1
"ERR2516860",1
"ERR2516861",1
"ERR2516862",1
"ERR2516863",1
"ERR2516864",1
"ERR2516865",1
"ERR2516866",1
"ERR2516867",1
"ERR2516868",1
"ERR2516869",0
"ERR2516870",1
"ERR2516871",1
"ERR2516872",1
"ERR2516873",0
"ERR2516874",1
"ERR2516875",1
"ERR2516876",1
"ERR2516877",1
"ERR2516878",1
"ERR2516879",1
"ERR2516880",1
"ERR2516881",1
"ERR2516882",1
"ERR2516883",1
"ERR2516884",1
"ERR2516885",1
"ERR2516886",1
"ERR2516887",NA
"ERR2516888",1
"ERR2516889",0
"ERR2516890",1
"ERR2516891",1
"ERR2516892",1
"ERR2516893",1
"ERR2516894",1
"ERR2516895",1
"ERR2516896",1
"ERR2516897",1
"ERR2516898",1
"ERR2516899",1
"ERR2516900",1
"ERR2516901",1
"ERR2516902",1
"ERR2516903",1
"ERR2516904",1
"ERR2516905",1
"ERR2516906",1
"ERR2516907",1
"ERR2516908",1
"ERR2516909",1
"ERR2516910",1
"ERR2516911",1
"ERR2516912",1
"ERR2516913",1
"ERR2516914",1
"ERR2516915",1
"ERR2516916",1
"ERR2516917",1
"ERR2516918",1
"ERR2516919",1
"ERR2516920",1
"ERR2516921",1
"ERR2516922",1
"ERR2516923",1
"ERR2516924",1
"ERR2516925",1
"ERR2516926",1
"ERR2516927",1
"ERR2516928",1
"ERR2516929",1
"ERR2516930",0
"ERR2516931",1
"ERR2516932",1
"ERR2516933",1
"ERR2516934",1
"ERR2516935",1
"ERR2516936",1
"ERR2516937",1
"ERR2516938",1
"ERR2516939",1
"ERR2516940",1
"ERR2516941",1
"ERR2516942",1
"ERR2516943",1
"ERR2516944",1
"ERR2516945",1
"ERR2516946",1
"ERR2516947",1
"ERR2516948",1
"ERR2516949",1
"ERR2516950",1
"ERR2516951",1
"ERR2516952",0
"ERR2516953",1
"ERR2516954",1
"ERR2516955",1
"ERR2516956",1
"ERR2516957",0
"ERR2516958",1
"ERR2516959",1
"ERR2516960",1
"ERR2516961",1
"ERR2516962",1
"ERR2516963",1
"ERR2516964",1
"ERR2516965",1
"ERR2516966",0
"ERR2516967",1
"ERR2516968",1
"ERR2516969",1
"ERR2516970",1
"ERR2516971",1
"ERR2516972",1
"ERR2516973",1
"ERR2516974",1
"ERR2516975",1
"ERR2516976",1
"ERR2516977",1
"ERR2516978",1
"ERR2516979",1
"ERR2516980",1
"ERR2516981",1
"ERR2516982",1
"ERR2516983",1
"ERR2516984",1
"ERR2516985",1
"ERR2516986",1
"ERR2516987",1
"ERR2516988",1
"ERR2516989",1
"ERR2516990",1
"ERR2516991",1
"ERR2516992",0
"ERR2516993",1
"ERR2516994",1
"ERR2516995",1
"ERR2516996",1
"ERR2516997",1
"ERR2516998",1
"ERR2516999",1
"ERR2517000",1
"ERR2517001",1
"ERR2517002",1
"ERR2517003",1
"ERR2517004",1
"ERR2517005",1
"ERR2517006",1
"ERR2517007",1
"ERR2517008",1
"ERR2517009",1
"ERR2517010",1
"ERR2517011",1
"ERR2517012",1
"ERR2517013",1
"ERR2517014",1
"ERR2517015",1
"ERR2517016",1
"ERR2517017",1
"ERR2517018",1
"ERR2517019",1
"ERR2517020",1
"ERR2517021",1
"ERR2517022",1
"ERR2517023",1
"ERR2517024",1
"ERR2517025",1
"ERR2517026",1
"ERR2517027",1
"ERR2517028",1
"ERR2517029",1
"ERR2517030",0
"ERR2517031",1
"ERR2517032",1
"ERR2517033",1
"ERR2517034",1
"ERR2517035",1
"ERR2517036",1
"ERR2517037",1
"ERR2517038",1
"ERR2517039",1
"ERR2517040",1
"ERR2517041",1
"ERR2517042",1
"ERR2517043",1
"ERR2517044",1
"ERR2517045",1
"ERR2517046",1
"ERR2517047",1
"ERR2517048",NA
"ERR2517049",1
"ERR2517050",0
"ERR2517051",0
"ERR2517052",1
"ERR2517053",1
"ERR2517054",NA
"ERR2517055",1
"ERR2517056",1
"ERR2517057",1
"ERR2517058",0
"ERR2517059",1
"ERR2517060",1
"ERR2517061",0
"ERR2517062",1
"ERR2517063",1
"ERR2517064",1
"ERR2517065",1
"ERR2517066",1
"ERR2517067",1
"ERR2517068",1
"ERR2517069",1
"ERR2517070",1
"ERR2517071",1
"ERR2517072",0
"ERR2517073",NA
"ERR2517074",1
"ERR2517075",1
"ERR2517076",1
"ERR2517077",1
"ERR2517078",1
"ERR2517079",1
"ERR2517080",1
"ERR2517081",1
"ERR2517082",1
"ERR2517083",1
"ERR2517084",1
"ERR2517085",1
"ERR2517086",1
"ERR2517087",1
"ERR2517088",1
"ERR2517089",1
"ERR2517090",1
"ERR2517091",1
"ERR2517092",1
"ERR2517093",1
"ERR2517094",1
"ERR2517095",1
"ERR2517096",1
"ERR2517097",1
"ERR2517098",1
"ERR2517099",1
"ERR2517100",1
"ERR2517101",1
"ERR2517102",0
"ERR2517103",1
"ERR2517104",1
"ERR2517105",0
"ERR2517106",1
"ERR2517107",1
"ERR2517108",1
"ERR2517109",0
"ERR2517110",1
"ERR2517111",1
"ERR2517112",1
"ERR2517113",1
"ERR2517114",1
"ERR2517115",1
"ERR2517116",1
"ERR2517117",1
"ERR2517118",1
"ERR2517119",1
"ERR2517120",1
"ERR2517121",1
"ERR2517122",1
"ERR2517123",1
"ERR2517124",1
"ERR2517125",1
"ERR552491",1
"ERR551231",1
"ERR551650",1
"ERR2199956",0
"ERR2200074",0
"ERR2200067",0
"ERR552789",1
"ERR2199979",0
"ERR552221",1
"ERR498238",1
"ERR2199995",0
"ERR552763",1
"ERR2200040",0
"ERR553357",1
"ERR2200002",0
"ERR552010",1
"ERR552754",1
"ERR552083",1
"ERR2199936",0
"ERR552612",1
"ERR553350",1
"ERR2199975",0
"ERR2200008",0
"ERR2199996",0
"ERR552115",1
"ERR2200006",0
"ERR553182",1
"ERR2200065",0
"ERR2199992",0
"ERR550959",1
"ERR2199970",0
"ERR2200087",0
"ERR552710",1
"ERR552981",1
"ERR2199972",0
"ERR2199989",0
"ERR551545",1
"ERR551739",1
"ERR2199924",0
"ERR2200038",0
"ERR2199923",0
"ERR2200049",0
"ERR552000",1
"ERR552405",1
"ERR2199932",0
"ERR2200009",0
"ERR2199999",0
"ERR550657",1
"ERR2199926",0
"ERR550861",1
"ERR2199922",0
"ERR2199930",0
"ERR553105",1
"ERR553241",0
"ERR2200015",0
"ERR2199969",0
"ERR2199993",0
"ERR2199807",0
"ERR552672",1
"ERR2199931",0
"ERR2200096",0
"ERR553053",1
"ERR551536",1
"ERR552720",1
"ERR2199787",0
"ERR552929",1
"ERR2200039",0
"ERR2199771",0
"ERR2200119",0
"ERR552151",1
"ERR2200077",0
"ERR551045",1
"ERR2200007",0
"ERR553134",1
"ERR2200043",0
"ERR551692",1
"ERR552361",1
"ERR2199998",0
"ERR2200019",0
"ERR551280",1
"ERR2199977",0
"ERR2199942",0
"ERR551242",1
"ERR2199971",0
"ERR2200001",0
"ERR551246",1
"ERR550813",1
"ERR2200118",0
"ERR2200018",0
"ERR551393",1
"ERR2199938",0
"ERR2200014",0
"ERR552124",1
"ERR2200034",0
"ERR2200017",0
"ERR2200115",0
"ERR552870",1
"ERR2199981",0
"ERR551456",1
"ERR552071",1
"ERR2200139",0
"ERR550872",1
"ERR2199834",0
"ERR553058",1
"ERR552193",1
"ERR2200010",0
"ERR2199976",0
"ERR551391",1
"ERR2199973",0
"ERR2199940",0
"ERR2199927",0
"ERR2199925",0
"ERR552495",1
"ERR2199920",0
"ERR553230",1
"ERR2200021",0
"ERR551166",1
"ERR2199939",0
"ERR2199934",0
"ERR550741",1
"ERR551953",1
"ERR2199945",0
"ERR552073",1
"ERR551488",1
"ERR2199842",0
"ERR551289",1
"ERR550794",1
"ERR2199943",0
"ERR2200105",0
"ERR2200044",0
"ERR2199921",0
"ERR553366",0
"ERR550869",1
"ERR2199941",0
"ERR2200000",0
"ERR552780",1
"ERR551689",1
"ERR2200035",0
"ERR551801",1
"ERR2199991",0
"ERR553321",1
"ERR2200024",0
"ERR2199950",0
"ERR2199944",0
"ERR551014",1
"ERR2200045",0
"ERR552273",1
"ERR2199947",0
"ERR553358",1
"ERR2200004",0
"ERR2200051",0
"ERR2199951",0
"ERR2200013",0
"ERR2199928",0
"ERR2200052",0
"ERR2199929",0
"ERR2200037",0
"ERR552745",1
"ERR551609",1
"ERR552701",1
"ERR552540",1
"ERR2199955",0
"ERR2199990",0
"ERR2200025",0
"ERR551319",1
"ERR551578",1
"ERR552456",1
"ERR550619",1
"ERR552751",1
"ERR551537",1
"ERR2200020",0
"ERR550754",1
"ERR2200117",0
"ERR2200005",0
"ERR2200088",0
"ERR551899",1
"ERR552809",1
"ERR2200103",0
"ERR2199935",0
"ERR2200078",0
"ERR552518",1
"ERR2200080",0
"ERR2200032",0
"ERR2200033",0
"ERR553216",1
"ERR553264",1
"ERR2199933",0
"ERR552599",1
"ERR550734",1
"ERR552463",1
"ERR552352",1
"ERR552637",1
"ERR552070",1
"ERR2199749",0
"ERR2199937",0
"ERR2199949",0
"ERR2200076",0
"ERR2200079",0
"ERR552484",1
"ERR553282",1
"ERR2200023",0
"ERR2199982",0
"ERR2199946",0
"ERR2199952",0
"ERR2517580",0
"ERR2517140",0
"ERR2517159",0
"ERR2517260",0
"ERR2517161",0
"ERR2517254",NA
"ERR2517177",0
"ERR2517568",0
"ERR2517334",0
"ERR2517154",0
"ERR2517408",0
"ERR2517244",NA
"ERR2517297",0
"ERR2517167",0
"ERR2517428",0
"ERR2517599",0
"ERR2517399",0
"ERR2517127",0
"ERR2517494",0
"ERR2517235",1
"ERR2517632",1
"ERR2517487",0
"ERR2517578",0
"ERR2517411",0
"ERR2517315",0
"ERR2517547",NA
"ERR2517269",0
"ERR2517194",0
"ERR2517598",0
"ERR2517577",0
"ERR2517333",1
"ERR2517300",0
"ERR2517374",0
